batch_id,subsection_id,batch_index,candidate_count,context_path,batch_path,review_status,assigned_worker,output_path,notes
SUB005-B005,SUB005,5,63,artifacts/03_semantic_abstract_review/02_context/SUB005.md,artifacts/03_semantic_abstract_review/03_batches/SUB005-B005.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB005-B005.csv,Reviewed batch merged into SQLite.
SUB006-B001,SUB006,1,80,artifacts/03_semantic_abstract_review/02_context/SUB006.md,artifacts/03_semantic_abstract_review/03_batches/SUB006-B001.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB006-B001.csv,Reviewed batch merged into SQLite.
SUB006-B002,SUB006,2,80,artifacts/03_semantic_abstract_review/02_context/SUB006.md,artifacts/03_semantic_abstract_review/03_batches/SUB006-B002.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB006-B002.csv,Reviewed batch merged into SQLite.
SUB006-B003,SUB006,3,80,artifacts/03_semantic_abstract_review/02_context/SUB006.md,artifacts/03_semantic_abstract_review/03_batches/SUB006-B003.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB006-B003.csv,Reviewed batch merged into SQLite.
SUB006-B004,SUB006,4,80,artifacts/03_semantic_abstract_review/02_context/SUB006.md,artifacts/03_semantic_abstract_review/03_batches/SUB006-B004.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB006-B004.csv,Reviewed batch merged into SQLite.
SUB006-B005,SUB006,5,80,artifacts/03_semantic_abstract_review/02_context/SUB006.md,artifacts/03_semantic_abstract_review/03_batches/SUB006-B005.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB006-B005.csv,Reviewed batch merged into SQLite.
SUB006-B006,SUB006,6,21,artifacts/03_semantic_abstract_review/02_context/SUB006.md,artifacts/03_semantic_abstract_review/03_batches/SUB006-B006.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB006-B006.csv,Reviewed batch merged into SQLite.
SUB007-B001,SUB007,1,80,artifacts/03_semantic_abstract_review/02_context/SUB007.md,artifacts/03_semantic_abstract_review/03_batches/SUB007-B001.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB007-B001.csv,Reviewed batch merged into SQLite.
SUB007-B002,SUB007,2,80,artifacts/03_semantic_abstract_review/02_context/SUB007.md,artifacts/03_semantic_abstract_review/03_batches/SUB007-B002.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB007-B002.csv,Reviewed batch merged into SQLite.
SUB007-B003,SUB007,3,80,artifacts/03_semantic_abstract_review/02_context/SUB007.md,artifacts/03_semantic_abstract_review/03_batches/SUB007-B003.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB007-B003.csv,Reviewed batch merged into SQLite.
SUB007-B004,SUB007,4,80,artifacts/03_semantic_abstract_review/02_context/SUB007.md,artifacts/03_semantic_abstract_review/03_batches/SUB007-B004.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB007-B004.csv,Reviewed batch merged into SQLite.
SUB008-B001,SUB008,1,80,artifacts/03_semantic_abstract_review/02_context/SUB008.md,artifacts/03_semantic_abstract_review/03_batches/SUB008-B001.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB008-B001.csv,Reviewed batch merged into SQLite.
SUB008-B002,SUB008,2,80,artifacts/03_semantic_abstract_review/02_context/SUB008.md,artifacts/03_semantic_abstract_review/03_batches/SUB008-B002.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB008-B002.csv,Reviewed batch merged into SQLite.
SUB008-B003,SUB008,3,80,artifacts/03_semantic_abstract_review/02_context/SUB008.md,artifacts/03_semantic_abstract_review/03_batches/SUB008-B003.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB008-B003.csv,Reviewed batch merged into SQLite.
SUB008-B004,SUB008,4,80,artifacts/03_semantic_abstract_review/02_context/SUB008.md,artifacts/03_semantic_abstract_review/03_batches/SUB008-B004.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB008-B004.csv,Reviewed batch merged into SQLite.
SUB008-B005,SUB008,5,80,artifacts/03_semantic_abstract_review/02_context/SUB008.md,artifacts/03_semantic_abstract_review/03_batches/SUB008-B005.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB008-B005.csv,Reviewed batch merged into SQLite.
SUB008-B006,SUB008,6,80,artifacts/03_semantic_abstract_review/02_context/SUB008.md,artifacts/03_semantic_abstract_review/03_batches/SUB008-B006.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB008-B006.csv,Reviewed batch merged into SQLite.
SUB008-B007,SUB008,7,33,artifacts/03_semantic_abstract_review/02_context/SUB008.md,artifacts/03_semantic_abstract_review/03_batches/SUB008-B007.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB008-B007.csv,Reviewed batch merged into SQLite.
SUB009-B001,SUB009,1,58,artifacts/03_semantic_abstract_review/02_context/SUB009.md,artifacts/03_semantic_abstract_review/03_batches/SUB009-B001.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB009-B001.csv,Reviewed batch merged into SQLite.
SUB010-B001,SUB010,1,80,artifacts/03_semantic_abstract_review/02_context/SUB010.md,artifacts/03_semantic_abstract_review/03_batches/SUB010-B001.csv,review_complete,subagent:01a064fa-bfee-7122-866a-5848d6bac39c,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB010-B001.csv,Reviewed batch merged into SQLite.
SUB010-B002,SUB010,2,80,artifacts/03_semantic_abstract_review/02_context/SUB010.md,artifacts/03_semantic_abstract_review/03_batches/SUB010-B002.csv,review_complete,subagent:01a06508-18d0-7262-afea-fc244fc807aa,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB010-B002.csv,Reviewed batch merged into SQLite.
SUB010-B003,SUB010,3,80,artifacts/03_semantic_abstract_review/02_context/SUB010.md,artifacts/03_semantic_abstract_review/03_batches/SUB010-B003.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB010-B003.csv,Reviewed batch merged into SQLite.
SUB010-B004,SUB010,4,80,artifacts/03_semantic_abstract_review/02_context/SUB010.md,artifacts/03_semantic_abstract_review/03_batches/SUB010-B004.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB010-B004.csv,Reviewed batch merged into SQLite.
SUB010-B005,SUB010,5,80,artifacts/03_semantic_abstract_review/02_context/SUB010.md,artifacts/03_semantic_abstract_review/03_batches/SUB010-B005.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB010-B005.csv,Reviewed batch merged into SQLite.
SUB010-B006,SUB010,6,80,artifacts/03_semantic_abstract_review/02_context/SUB010.md,artifacts/03_semantic_abstract_review/03_batches/SUB010-B006.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB010-B006.csv,Reviewed batch merged into SQLite.
SUB010-B007,SUB010,7,61,artifacts/03_semantic_abstract_review/02_context/SUB010.md,artifacts/03_semantic_abstract_review/03_batches/SUB010-B007.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB010-B007.csv,Reviewed batch merged into SQLite.
SUB011-B001,SUB011,1,80,artifacts/03_semantic_abstract_review/02_context/SUB011.md,artifacts/03_semantic_abstract_review/03_batches/SUB011-B001.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB011-B001.csv,Reviewed batch merged into SQLite.
SUB011-B002,SUB011,2,80,artifacts/03_semantic_abstract_review/02_context/SUB011.md,artifacts/03_semantic_abstract_review/03_batches/SUB011-B002.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB011-B002.csv,Reviewed batch merged into SQLite.
SUB011-B003,SUB011,3,80,artifacts/03_semantic_abstract_review/02_context/SUB011.md,artifacts/03_semantic_abstract_review/03_batches/SUB011-B003.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB011-B003.csv,Reviewed batch merged into SQLite.
SUB011-B004,SUB011,4,80,artifacts/03_semantic_abstract_review/02_context/SUB011.md,artifacts/03_semantic_abstract_review/03_batches/SUB011-B004.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB011-B004.csv,Reviewed batch merged into SQLite.
SUB011-B005,SUB011,5,80,artifacts/03_semantic_abstract_review/02_context/SUB011.md,artifacts/03_semantic_abstract_review/03_batches/SUB011-B005.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB011-B005.csv,Reviewed batch merged into SQLite.
SUB011-B006,SUB011,6,63,artifacts/03_semantic_abstract_review/02_context/SUB011.md,artifacts/03_semantic_abstract_review/03_batches/SUB011-B006.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB011-B006.csv,Reviewed batch merged into SQLite.
SUB012-B001,SUB012,1,80,artifacts/03_semantic_abstract_review/02_context/SUB012.md,artifacts/03_semantic_abstract_review/03_batches/SUB012-B001.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB012-B001.csv,Reviewed batch merged into SQLite.
SUB012-B002,SUB012,2,80,artifacts/03_semantic_abstract_review/02_context/SUB012.md,artifacts/03_semantic_abstract_review/03_batches/SUB012-B002.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB012-B002.csv,Reviewed batch merged into SQLite.
SUB012-B003,SUB012,3,80,artifacts/03_semantic_abstract_review/02_context/SUB012.md,artifacts/03_semantic_abstract_review/03_batches/SUB012-B003.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB012-B003.csv,Reviewed batch merged into SQLite.
SUB012-B004,SUB012,4,75,artifacts/03_semantic_abstract_review/02_context/SUB012.md,artifacts/03_semantic_abstract_review/03_batches/SUB012-B004.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB012-B004.csv,Reviewed batch merged into SQLite.
SUB013-B001,SUB013,1,80,artifacts/03_semantic_abstract_review/02_context/SUB013.md,artifacts/03_semantic_abstract_review/03_batches/SUB013-B001.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB013-B001.csv,Reviewed batch merged into SQLite.
SUB013-B002,SUB013,2,80,artifacts/03_semantic_abstract_review/02_context/SUB013.md,artifacts/03_semantic_abstract_review/03_batches/SUB013-B002.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB013-B002.csv,Reviewed batch merged into SQLite.
SUB013-B003,SUB013,3,74,artifacts/03_semantic_abstract_review/02_context/SUB013.md,artifacts/03_semantic_abstract_review/03_batches/SUB013-B003.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB013-B003.csv,Reviewed batch merged into SQLite.
SUB014-B001,SUB014,1,80,artifacts/03_semantic_abstract_review/02_context/SUB014.md,artifacts/03_semantic_abstract_review/03_batches/SUB014-B001.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB014-B001.csv,Reviewed batch merged into SQLite.
SUB014-B002,SUB014,2,80,artifacts/03_semantic_abstract_review/02_context/SUB014.md,artifacts/03_semantic_abstract_review/03_batches/SUB014-B002.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB014-B002.csv,Reviewed batch merged into SQLite.
SUB014-B003,SUB014,3,80,artifacts/03_semantic_abstract_review/02_context/SUB014.md,artifacts/03_semantic_abstract_review/03_batches/SUB014-B003.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB014-B003.csv,Reviewed batch merged into SQLite.
SUB014-B004,SUB014,4,80,artifacts/03_semantic_abstract_review/02_context/SUB014.md,artifacts/03_semantic_abstract_review/03_batches/SUB014-B004.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB014-B004.csv,Reviewed batch merged into SQLite.
SUB014-B005,SUB014,5,80,artifacts/03_semantic_abstract_review/02_context/SUB014.md,artifacts/03_semantic_abstract_review/03_batches/SUB014-B005.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB014-B005.csv,Reviewed batch merged into SQLite.
SUB014-B006,SUB014,6,80,artifacts/03_semantic_abstract_review/02_context/SUB014.md,artifacts/03_semantic_abstract_review/03_batches/SUB014-B006.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB014-B006.csv,Reviewed batch merged into SQLite.
SUB014-B007,SUB014,7,26,artifacts/03_semantic_abstract_review/02_context/SUB014.md,artifacts/03_semantic_abstract_review/03_batches/SUB014-B007.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB014-B007.csv,Reviewed batch merged into SQLite.
SUB015-B001,SUB015,1,80,artifacts/03_semantic_abstract_review/02_context/SUB015.md,artifacts/03_semantic_abstract_review/03_batches/SUB015-B001.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB015-B001.csv,Reviewed batch merged into SQLite.
SUB015-B002,SUB015,2,80,artifacts/03_semantic_abstract_review/02_context/SUB015.md,artifacts/03_semantic_abstract_review/03_batches/SUB015-B002.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB015-B002.csv,Reviewed batch merged into SQLite.
SUB015-B003,SUB015,3,58,artifacts/03_semantic_abstract_review/02_context/SUB015.md,artifacts/03_semantic_abstract_review/03_batches/SUB015-B003.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB015-B003.csv,Reviewed batch merged into SQLite.
SUB016-B001,SUB016,1,18,artifacts/03_semantic_abstract_review/02_context/SUB016.md,artifacts/03_semantic_abstract_review/03_batches/SUB016-B001.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB016-B001.csv,Reviewed batch merged into SQLite.
SUB017-B001,SUB017,1,80,artifacts/03_semantic_abstract_review/02_context/SUB017.md,artifacts/03_semantic_abstract_review/03_batches/SUB017-B001.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB017-B001.csv,Reviewed batch merged into SQLite.
SUB017-B002,SUB017,2,80,artifacts/03_semantic_abstract_review/02_context/SUB017.md,artifacts/03_semantic_abstract_review/03_batches/SUB017-B002.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB017-B002.csv,Reviewed batch merged into SQLite.
SUB017-B003,SUB017,3,80,artifacts/03_semantic_abstract_review/02_context/SUB017.md,artifacts/03_semantic_abstract_review/03_batches/SUB017-B003.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB017-B003.csv,Reviewed batch merged into SQLite.
SUB017-B004,SUB017,4,80,artifacts/03_semantic_abstract_review/02_context/SUB017.md,artifacts/03_semantic_abstract_review/03_batches/SUB017-B004.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB017-B004.csv,Reviewed batch merged into SQLite.
SUB017-B005,SUB017,5,59,artifacts/03_semantic_abstract_review/02_context/SUB017.md,artifacts/03_semantic_abstract_review/03_batches/SUB017-B005.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB017-B005.csv,Reviewed batch merged into SQLite.
SUB018-B001,SUB018,1,19,artifacts/03_semantic_abstract_review/02_context/SUB018.md,artifacts/03_semantic_abstract_review/03_batches/SUB018-B001.csv,review_complete,batch_worker,artifacts/03_semantic_abstract_review/04_reviewed_batches/SUB018-B001.csv,Reviewed batch merged into SQLite.
