paper_id,pmid,pmcid,doi,title,source_format,raw_chars,narrative_chars,retention_ratio,kept_section_count,excluded_section_count,excluded_char_count,chunk_count,warning_flags,review_recommendation,kept_section_titles,excluded_section_titles
pmid-35968355,35968355,PMC9360227,,PI3K inhibitors in trastuzumab-resistant HER2-positive breast cancer cells with PI3K pathway alterations.,pdf,36561,18811,0.515,6,10,14417,28,,pass,"Abstract; Introduction; Cell lines, cell culture, and reagents; By suppressing the PI3K downstream signaling pathway, combination treatment with PI3K inhibitors and trastuzumab induces marked apoptosis in resistant breast cancer cells; The treatment of alpelisib plus trastuzumab inhibits the growth of tumor xenografts bearing PIK3CA mutations; Discussion",Western blot analysis [methods_heading]; Colony formation assay [inside_methods_block]; In vitro antiproliferation activity analysis [inside_methods_block]; In vitro apoptosis analysis [inside_methods_block]; Combination index (CI) [inside_methods_block]; Small interfering RNA (siRNA) knockdown of PTEN (siPTEN) [inside_methods_block]; Caspase 3 and 7 activity [inside_methods_block]; Orthotopic xenograft mouse model and in situ TUNEL assays [inside_methods_block]; Statistical analysis [methods_heading]; Effects of PI3K inhibitors in HER2-positive trastuzumab-resistant breast cancer cells [inside_methods_block]
pmid-37916958,37916958,PMC10850944,10.1158/2159-8290.CD-23-0704,Allosteric PI3Kα Inhibition Overcomes On-target Resistance to Orthosteric Inhibitors Mediated by Secondary PIK3CA Mutations.,pmc_xml,44896,23168,0.516,7,12,13310,38,,pass,"Abstract; Introduction; Acquired Resistance Alterations in Serial ctDNA from Patients Treated with Alpelisib and Inavolisib; Landscape of Acquired PI3K Alterations in Rapid Autopsy Tissue Series; De Novo Mutations in the PI3K/AKT Pathway Emerge during Treatment and Lead to Acquired Resistance; Mutations in PIK3CA Involving Trp780 or Gln859 Impair the Activity of ATP-Competitive, Alpha-Selective PI3K Inhibitors; Discussion",Patients [after_discussion_end_matter_guard]; cfDNA Analysis [after_discussion_end_matter_guard]; Autopsy [after_discussion_end_matter_guard]; WES Pipeline for Autopsy [after_discussion_end_matter_guard]; Phylogenetic Analysis of Multiple Samples from the Same Patient [after_discussion_end_matter_guard]; Free Energy Calculations [after_discussion_end_matter_guard]; Cell Culture and General Reagents [methods_heading]; Dose-Response Experiments [after_discussion_end_matter_guard]; Western Blot Analysis [methods_heading]; Cell-Free DNA Extraction and ddPCR [inside_methods_block]; Surface Plasmon Resonance Binding Assay [inside_methods_block]; Data Availability [end_matter_or_non_narrative_heading]
pmid-37916956,37916956,PMC10850943,10.1158/2159-8290.CD-23-0944,"Discovery and Clinical Proof-of-Concept of RLY-2608, a First-in-Class Mutant-Selective Allosteric PI3Kα Inhibitor That Decouples Antitumor Activity from Hyperinsulinemia.",pmc_xml,68791,35521,0.516,12,23,23341,57,,pass,Abstract; Introduction; CryoEM and MD Simulations Reveal Dynamic Differences between WT and H1047R PI3Kα; Mutant-Selective Small Molecules Identified by a DNA-Encoded Library Screen; X-ray Crystallography Identifies the Origin of a Mutant-Selective Cryptic Pocket; Conformational Dynamics-Based Design Drives Selectivity for H1047R over WT and Other Isoforms; RLY-2608 Is Active in Cells against Tail and Helical Domain Mutations; RLY-2608 Inhibits Tumors in Animal Models with Reduced Impact on Insulin Levels; Proof-of-Concept Clinical Activity; Case Study 1; Case Study 2; Discussion,Expression of the Full-Length p110α/p85α Complex [after_discussion_end_matter_guard]; Purification of Wild-Type Full-Length p110α/p85α [after_discussion_end_matter_guard]; Expression and Purification of p110α/p85α Fusion Constructs [after_discussion_end_matter_guard]; CryoEM Sample Preparation and Data Collection [after_discussion_end_matter_guard]; CryoEM Data Processing [after_discussion_end_matter_guard]; General Simulation Setup and Parameterization [after_discussion_end_matter_guard]; System Preparation [after_discussion_end_matter_guard]; Simulation Analysis [after_discussion_end_matter_guard]; Crystallography [after_discussion_end_matter_guard]; Structure Determination [after_discussion_end_matter_guard]; Refinement Information [after_discussion_end_matter_guard]; DNA-Encoded Library Selection and Enrichment Scoring [after_discussion_end_matter_guard]; Surface Plasmon Resonance Spectroscopy [after_discussion_end_matter_guard]; PI3Kα Enzyme Activity and Inhibition Assays [after_discussion_end_matter_guard]; Liposome Preparation and PI3Kα Inhibition Measurements [after_discussion_end_matter_guard]; Cell Culture [methods_heading]; Pharmacodynamic Assay [inside_methods_block]; Proliferation [inside_methods_block]; Xenograft Studies [inside_methods_block]; ELISA [inside_methods_block]; ReDiscover Phase I/II Study [inside_methods_block]; Accession Codes [inside_methods_block]; Data Sharing Statement [inside_methods_block]
pmid-41143603,41143603,PMC12770939,10.1158/1078-0432.CCR-25-1459,PI3Kα Inhibitor and Degrader Inavolisib Can Co-opt FGFR2 to Enhance Responses in Patients with PIK3CA-Mutated Solid Tumors and in Preclinical Models.,pmc_xml,83859,44780,0.534,17,20,26166,70,,pass,Abstract; Introduction; Clinical study design; Patients; Safety; PK; Efficacy; Analysis of blood plasma–derived ctDNA from study patients; Real-world clinical genomics database analyses; FGFR2 mutations are associated with clinical benefit; FGFR2 alterations and sensitivity to inavolisib; High FGFR2 expression confers dependence on the PI3K pathway; FGFR2 activation of PI3K signaling; Effects of FGFR2 signaling on sensitivity to inavolisib; Combined inhibition with inavolisib and the FGFR2i; Combination treatment regression and resistance delay; Discussion,Statistical considerations [protocol_or_procedural_section]; [18F]Fluoro-2-deoxy-D-glucose -PET imaging [inside_methods_block]; IHC analysis of paired tumor tissue samples [inside_methods_block]; Statistical analysis for translational research [methods_heading]; Chemical reagents [inside_methods_block]; Antibody reagents [inside_methods_block]; PRISM assay [inside_methods_block]; Cell lines and cell culture [methods_heading]; Viability assay CellTiter-Glo [inside_methods_block]; siRNA transfection [inside_methods_block]; RNA isolation and PIK3CA allele–specific qRT-PCR [inside_methods_block]; Western blots [inside_methods_block]; Ubiquitin pulldown assay [inside_methods_block]; Subcellular fractionation [inside_methods_block]; Immunoprecipitation and pulldown [inside_methods_block]; FGFR2 stable cell line generation [end_matter_or_non_narrative_heading]; RTK array [inside_methods_block]; Live-cell imaging by IncuCyte [inside_methods_block]; In vivo xenograft studies [inside_methods_block]; Clinical profile of inavolisib monotherapy [inside_methods_block]
pmid-31859350,31859350,PMC6923785,10.1093/annonc/mdz280,Biomarkers of response and resistance to PI3K inhibitors in estrogen receptor-positive breast cancer patients and combination therapies involving PI3K inhibitors.,pmc_xml,46063,24642,0.535,21,0,0,43,,pass,Abstract; Introduction; Key Message; Introduction; Biomarkers of response and resistance; PIK3CA gene mutations and PI3K pathway activation status; FFDG-PET/CT imaging; Other potential biomarkers of response; PTEN expression loss; High insulin levels; Other biomarkers of resistance; Limitations of biomarker research; Future research; Combination therapies involving PI3Ki; With anti-HER2 agents; With chemotherapy; With CDK4/6 inhibitors; With new endocrine agents; Multiple targeting of the PI3K/AKT/mTOR pathway; With antiandrogens; Discussion,
pmid-41925922,41925922,PMC13046609,10.1007/s10549-026-07939-z,Alpelisib and Fulvestrant in PIK3CA-mutated hormone receptor-positive HER2-negative advanced breast cancer included in the German PRAEGNANT trial.,pmc_xml,33132,18322,0.553,7,8,15810,33,,pass,Abstract; Introduction; The PRAEGNANT research network; Patients; Data ascertainment; Discussion; Discussion,"Definition of grading, HR and HER2 status [methods_heading]; Statistical Analysis [methods_heading]; Patient characteristics [inside_methods_block]; Patient disposition [inside_methods_block]; Progression-free survival [inside_methods_block]; Overall survival [inside_methods_block]; Serious adverse and adverse events [inside_methods_block]; Supplementary Information [end_matter_or_non_narrative_heading]"
pmid-37623743,37623743,PMC10618743,10.1158/2159-8290.CD-23-0396,"STX-478, a Mutant-Selective, Allosteric PI3Kα Inhibitor Spares Metabolic Dysfunction and Improves Therapeutic Response in PI3Kα-Mutant Xenografts.",pmc_xml,64323,36034,0.560,9,13,13499,55,,pass,"Abstract; Introduction; STX-478, a Mutant-Selective, Allosteric PI3Kα Inhibitor; STX-478 Selectively Targets PI3Kα Activity and Cell Viability in PI3Kα-Mutant Cells; STX-478 Treatment Yields Robust Antitumor Efficacy in PI3Kα-Mutant Tumors without Metabolic Dysregulation in Mice; Benchmarking STX-478 in the CAL-33 (H1047R PI3Kα) Human HNSCC Xenograft Model; STX-478 Is Efficacious across a Panel of PI3Kα-Mutant Cell-Derived Xenograft and Patient-Derived Xenograft Tumors without Evidence of Insulin Resistance; Safety and Efficacy of Clinically Relevant Combination Therapies; Discussion","STX-478 Synthesis and Alpelisib [after_discussion_end_matter_guard]; Protein Expression and Purification [after_discussion_end_matter_guard]; Crystallization, Data Collection, and Processing [after_discussion_end_matter_guard]; Structure Solution and Refinement [after_discussion_end_matter_guard]; SPR [after_discussion_end_matter_guard]; PI3Kα ATPase Assay [after_discussion_end_matter_guard]; Kinome Selectivity Profiling [after_discussion_end_matter_guard]; Cellular Assays [after_discussion_end_matter_guard]; pAKT Homogenous Time-Resolve Fluorescence [after_discussion_end_matter_guard]; Cell Proliferation [after_discussion_end_matter_guard]; Human Adipocyte 3H-2-Deoxyglucose Uptake [after_discussion_end_matter_guard]; Animal Studies [methods_heading]; Data Availability [end_matter_or_non_narrative_heading]"
pmid-33386585,33386585,PMC8065000,10.1007/s12282-020-01199-5,PIK3CA somatic alterations in invasive breast cancers: different spectrum from Caucasians to Chinese detected by next generation sequencing.,pmc_xml,19216,10927,0.569,5,6,9178,19,,pass,Abstract; Introduction; Patients and tumor samples; Tissue DNA extraction; Discussion,NGS library preparation and capture-based targeted DNA sequencing [protocol_or_procedural_section]; Sequence data analysis and identification of variants [inside_methods_block]; Statistical analysis [methods_heading]; Association of PIK3CA alterations with clinicopathological features [inside_methods_block]; The characteristics of PIK3CA alterations in GDPH and TCGA-white cohort [inside_methods_block]; Spectrum of PIK3CA alterations across ER/HER2 subtypes [inside_methods_block]
pmid-40152314,40152314,PMC11950915,10.1093/oncolo/oyaf023,Dynamics of hyperglycemia of patients treated with alpelisib: exploratory interim analysis of ITACA trial.,pmc_xml,24318,13925,0.573,6,7,6858,24,,pass,Abstract; Introduction; Trial design and patients’ characteristics; Treatment; Discussion; Discussion,Methods [methods_heading]; Endpoints [methods_heading]; Statistical analysis [methods_heading]; Sample characteristics [inside_methods_block]; Occurrence and consequences of hyperglycemia [inside_methods_block]; Changes of fasting blood glucose concentrations [inside_methods_block]; Study limitations [after_discussion_end_matter_guard]
pmid-36387506,36387506,PMC9650006,10.1016/j.heliyon.2022.e11396,Chip-based digital Polymerase Chain Reaction as quantitative technique for the detection of PIK3CA mutations in breast cancer patients.,pmc_xml,28282,16258,0.575,6,15,12844,27,,pass,Abstract; Introduction; Patients characteristics; PIK3CA mutation status; Discussion; Discussion,Study population [methods_heading]; Ethical considerations [inside_methods_block]; Sample processing and DNA extraction [inside_methods_block]; PIK3CA mutations analysis [inside_methods_block]; Calibration process for dPCR mutation detection [inside_methods_block]; Sanger Sequencing [inside_methods_block]; Statistical analysis [methods_heading]; Dilution and intra-rater assay [protocol_or_procedural_section]; Sensitivity and specificity analysis [inside_methods_block]; Association between PIK3CA mutations detected by dPCR and Patient's clinicopathological features [inside_methods_block]; Author contribution statement [after_discussion_end_matter_guard]; Funding statement [after_discussion_end_matter_guard]; Data availability statement [end_matter_or_non_narrative_heading]; Declaration of interest's statement [after_discussion_end_matter_guard]; Additional information [end_matter_or_non_narrative_heading]
pmid-30167089,30167089,PMC6114962,10.18632/oncotarget.25854,"A Phase Ib, open-label, dose-finding study of alpelisib in combination with paclitaxel in patients with advanced solid tumors.",pmc_xml,23527,13775,0.585,8,7,5990,23,,pass,Abstract; Introduction; Patient characteristics and disposition; Dose finding and dose-limiting toxicities; Safety and tolerability; Pharmacokinetics; Clinical activity; Discussion,Study design [methods_heading]; Patient population [inside_methods_block]; Protocol amendments [inside_methods_block]; Treatment [after_discussion_end_matter_guard]; Assessments [inside_methods_block]; Analysis sets [inside_methods_block]; Statistical analyses [inside_methods_block]
pmid-33780274,33780274,PMC8210974,10.1200/JCO.20.01139,"Patient-Reported Outcomes in Patients With PIK3CA-Mutated Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative Advanced Breast Cancer From SOLAR-1.",pmc_xml,25698,15236,0.593,6,8,8518,25,,pass,Abstract; Introduction; CONTEXT; Patients and Study Design; PRO Assessments; Discussion,"Statistical Analyses [protocol_or_procedural_section]; Patient Baseline Characteristics and Compliance Rates [inside_methods_block]; Global Health Status/QoL [inside_methods_block]; Functional subscales [inside_methods_block]; Symptom subscales [inside_methods_block]; Pattern-Mixture Model Sensitivity Analysis for EORTC-QLQ-C30 Global Health Status/QoL [inside_methods_block]; EORTC-QLQ-C30 Global Health Status/QoL Based on Baseline Glucose Level [inside_methods_block]; BPI-SF Worst Pain, Pain Severity Index, and Pain Interference Index Analyses [inside_methods_block]"
pmid-41976378,41976378,PMC13072385,10.3390/cancers18071156,"Impact of Time of Administration, Fasting, and a Low-Carbohydrate Diet on Alpelisib-Associated Hyperglycemia and Efficacy: A Pilot Randomized Controlled Phase IIb Trial.",pmc_xml,33957,20156,0.594,10,10,14916,31,,pass,Abstract; Introduction; Trial Design; Sample Size Determination; Changes After Trial Commencement; Objective Response Rate; Progression-Free Survival; Quality of Life; Discussion; Discussion,Study Population [methods_heading]; Intervention [inside_methods_block]; Randomization [inside_methods_block]; The Primary Outcome [inside_methods_block]; Secondary Outcomes [inside_methods_block]; Statistical Analysis [methods_heading]; Participant Characteristics [inside_methods_block]; Primary Endpoint [inside_methods_block]; Time to First Occurrence of Grade 3–4 Hyperglycemia [inside_methods_block]; Study Limitations [after_discussion_end_matter_guard]
pmid-30588709,30588709,PMC6398875,10.1111/cas.13923,"Phase I study of alpelisib (BYL719), an α-specific PI3K inhibitor, in Japanese patients with advanced solid tumors.",pmc_xml,35619,21479,0.603,11,6,6841,34,,pass,Abstract; Introduction; Safety and efficacy assessments; Pharmacokinetic assessments and biomarkers; Patients and treatment; Safety; Efficacy; Escalation part; Expansion part; Biomarker assessments; Discussion,Study design and treatment [methods_heading]; Patient population [inside_methods_block]; Study objectives and endpoints [inside_methods_block]; Statistical analysis [methods_heading]; Study oversight [inside_methods_block]; CONFLICT OF INTEREST [end_matter_or_non_narrative_heading]
pmid-37101291,37101291,PMC10131374,10.1186/s13073-023-01181-8,"Multiple PIK3CA mutation clonality correlates with outcomes in taselisib + fulvestrant-treated ER+/HER2-, PIK3CA-mutated breast cancers.",pmc_xml,38996,23538,0.604,10,6,16565,33,,pass,Abstract; Introduction; SANDPIPER clinical trial; Plasma ctDNA collection and comprehensive genomic profiling (CGP); Independent breast cancer dataset; PIK3CAmut clonality estimation; Signaling pathway cluster analysis; Analysis of patient response to PI3K inhibition; Discussion; Discussion,Statistical analyses and software [protocol_or_procedural_section]; Clonality estimation of multiple PIK3CAmut in ctDNA [inside_methods_block]; Clonal multiple PIK3CAmut exhibit fewer RTK co-alterations [inside_methods_block]; Independent dataset analysis of clonal PIK3CAmut findings [inside_methods_block]; Clonal multiple PIK3CAmut associate with improved clinical outcomes [inside_methods_block]; Untitled [after_discussion_end_matter_guard]
pmid-23903756,23903756,PMC3935768,10.1126/scitranslmed.3005747,mTORC1 inhibition is required for sensitivity to PI3K p110α inhibitors in PIK3CA-mutant breast cancer.,pmc_xml,40730,24667,0.606,8,17,16561,42,,pass,Abstract; Introduction; Intrinsic resistance to BYL719 correlates with persistent mTORC1 activity; Persistent mTORC1 activation is sufficient to limit BYL719 sensitivity; mTORC1 inhibition correlates with clinical response in treated patients; mTORC1 inhibition enhances the efficacy of p110α inhibition and delays resistance; Insulin-like growth factor 1 and neuregulin 1 activate mTOR and limit the antitumor activity of BYL719; Discussion,"Study design [methods_heading]; Cell lines and chemical compounds [methods_heading]; Determination of IC50 [inside_methods_block]; Determination of cell cycle, apoptosis, and proliferation [inside_methods_block]; Western blotting [inside_methods_block]; Establishment of tumor xenografts and studies in nude mice [methods_heading]; Patients [after_discussion_end_matter_guard]; Tumor xenografts [inside_methods_block]; Patient samples [methods_heading]; Secreted protein screen [inside_methods_block]; Statistical analysis [methods_heading]; Quantitative in-cell western [inside_methods_block]; shRNA screen [inside_methods_block]; shRNA knockdown [inside_methods_block]; D acinar morphogenesis assay and scoring of 3D structures [inside_methods_block]; IF and confocal microscopy [inside_methods_block]; Cooperative, enhanced, enzyme immunoreactive assay [inside_methods_block]"
pmid-39920872,39920872,PMC11806886,10.1186/s40170-025-00375-5,CD36 inhibition enhances the anti-proliferative effects of PI3K inhibitors in PTEN-loss anti-HER2 resistant breast cancer cells.,pmc_xml,29256,17782,0.608,8,8,11952,29,,pass,Abstract; Introduction; Inhibitor treatment; Cell proliferation; Western blotting; Combination index (CI); Discussion; Discussion,Cell culture [methods_heading]; Statistical analysis [methods_heading]; Dual activation of SCD-1 and CD36 in HER2-positive breast cancer [inside_methods_block]; PI3K inhibitors decreased SCD-1 expression and induced CD36 expression in HER2-positive breast cancer cells [inside_methods_block]; Modulation of de novo lipogenesis SCD-1 in combination with PI3K inhibitors in anti-HER2 resistant breast cancer with PTEN-loss [inside_methods_block]; Blocking exogenous lipid uptake by serum depletion inhibited cell proliferation and up-regulated CD36 expression in anti-HER2 resistant breast cancer with PTEN-loss [inside_methods_block]; Modulation of FA uptake through CD36 in combination with PI3K inhibitors in anti-HER2 resistant breast cancer with PTEN-loss [inside_methods_block]; Electronic supplementary material [end_matter_or_non_narrative_heading]
