subsection_id,paper_id,PMID,PMCID,DOI,title,journal,publication_year,article_type,abstract_review_decision,evidence_role,draft_access_status,verified_access_status,venue_trust_label,source_query_ids,reason
SUB001,pmid-27604488,27604488,PMC5050154,10.1158/2159-8290.CD-16-0305,Systematic Functional Characterization of Resistance to PI3K Inhibition in Breast Cancer.,Cancer discovery,2016,Journal Article,include_context,primary_mechanism,unknown,pmc_available,unknown,SUB001-Q001,"BYL719 resistance screen is important later resistance context, but for this subsection it exceeds the target-entry claim."
SUB001,pmid-27646965,27646965,unknown,10.1080/14656566.2016.1236914,New and developing chemical pharmacotherapy for treating hormone receptor-positive/HER2-negative breast cancer.,Expert opinion on pharmacotherapy,2016,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB001-Q002;SUB001-Q003,"Useful background on PIK3CA alteration selection, PI3K pathway biology, or alpelisib treatment landscape."
SUB001,pmid-27806348,27806348,PMC5363515,10.18632/oncotarget.12987,Clinical outcomes based on multigene profiling in metastatic breast cancer patients.,Oncotarget,2016,Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q002,Breast cancer PIK3CA association may contextualize biomarker selection but is not resistance evidence.
SUB001,pmid-28228706,28228706,PMC5290430,10.1159/000453133,The PI3K Pathway: Background and Treatment Approaches.,"Breast care (Basel, Switzerland)",2016,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,"Useful background on PIK3CA alteration selection, PI3K pathway biology, or alpelisib treatment landscape."
SUB001,pmid-28427202,28427202,PMC5438625,10.18632/oncotarget.15881,"Clinical implications of genomic profiles in metastatic breast cancer with a focus on TP53 and PIK3CA, the most frequently mutated genes.",Oncotarget,2017,Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q003,Breast cancer PIK3CA association may contextualize biomarker selection but is not resistance evidence.
SUB001,pmid-28843257,28843257,PMC5697482,10.22034/APJCP.2017.18.8.2209,"BRAF, KRAS and PIK3CA Mutation and Sensitivity to Trastuzumab in Breast Cancer Cell Line Model.",Asian Pacific journal of cancer prevention : APJCP,2017,Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,Breast cancer PIK3CA association may contextualize biomarker selection but is not resistance evidence.
SUB001,pmid-29910644,29910644,PMC6001756,10.3747/co.25.3752,Overcoming endocrine resistance in hormone receptor-positive breast cancer.,"Current oncology (Toronto, Ont.)",2018,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,"Useful background on PIK3CA alteration selection, PI3K pathway biology, or alpelisib treatment landscape."
SUB001,pmid-30130984,30130984,unknown,10.1080/17425255.2018.1514720,Pharmacokinetic drug evaluation of palbociclib for the treatment of breast cancer.,Expert opinion on drug metabolism & toxicology,2018,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB001-Q002;SUB001-Q003,"Useful background on PIK3CA alteration selection, PI3K pathway biology, or alpelisib treatment landscape."
SUB001,pmid-30148117,30148117,PMC6095972,10.3389/fonc.2018.00308,"Current Landscape of Targeted Therapies for Hormone-Receptor Positive, HER2 Negative Metastatic Breast Cancer.",Frontiers in oncology,2018,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,"Useful background on PIK3CA alteration selection, PI3K pathway biology, or alpelisib treatment landscape."
SUB001,pmid-30288002,30288002,PMC6154351,10.1007/s13193-018-0749-3,Clinico-pathological Features of PIK3CA Mutation in HER2-Positive Breast Cancer of Indian Population.,Indian journal of surgical oncology,2018,Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q002,Breast cancer PIK3CA association may contextualize biomarker selection but is not resistance evidence.
SUB001,pmid-30651399,30651399,PMC6519770,10.1634/theoncologist.2018-0314,"Exploring Biomarkers of Phosphoinositide 3-Kinase Pathway Activation in the Treatment of Hormone Receptor Positive, Human Epidermal Growth Receptor 2 Negative Advanced Breast Cancer.",The oncologist,2019,"Journal Article;Research Support, Non-U.S. Gov't;Review",include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,"Useful background on PIK3CA alteration selection, PI3K pathway biology, or alpelisib treatment landscape."
SUB001,pmid-31256368,31256368,unknown,10.1007/s40265-019-01161-6,Alpelisib: First Global Approval.,Drugs,2019,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB001-Q001;SUB001-Q002;SUB001-Q003,"Useful background on PIK3CA alteration selection, PI3K pathway biology, or alpelisib treatment landscape."
SUB001,pmid-31357602,31357602,PMC6721358,10.3390/cancers11081062,APOBEC3B Gene Expression in Ductal Carcinoma In Situ and Synchronous Invasive Breast Cancer.,Cancers,2019,Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,Breast cancer PIK3CA association may contextualize biomarker selection but is not resistance evidence.
SUB001,pmid-31394751,31394751,PMC6721501,10.3390/cancers11081126,The Hedgehog Signaling Pathway: A Viable Target in Breast Cancer?,Cancers,2019,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,"Useful background on PIK3CA alteration selection, PI3K pathway biology, or alpelisib treatment landscape."
SUB001,pmid-31632573,31632573,PMC6789267,unknown,PIK3CA mutations contribute to fulvestrant resistance in ER-positive breast cancer.,American journal of translational research,2019,Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,Breast cancer PIK3CA association may contextualize biomarker selection but is not resistance evidence.
SUB001,pmid-31859348,31859348,PMC6923788,10.1093/annonc/mdz281,Overview of the relevance of PI3K pathway in HR-positive breast cancer.,Annals of oncology : official journal of the European Society for Medical Oncology,2019,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Review",include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,"Useful background on PIK3CA alteration selection, PI3K pathway biology, or alpelisib treatment landscape."
SUB001,pmid-31859349,31859349,PMC6923787,10.1093/annonc/mdz381,Efficacy of PI3K inhibitors in advanced breast cancer.,Annals of oncology : official journal of the European Society for Medical Oncology,2019,"Journal Article;Research Support, Non-U.S. Gov't;Review",include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,"Useful background on PIK3CA alteration selection, PI3K pathway biology, or alpelisib treatment landscape."
SUB001,pmid-31859350,31859350,PMC6923785,10.1093/annonc/mdz280,Biomarkers of response and resistance to PI3K inhibitors in estrogen receptor-positive breast cancer patients and combination therapies involving PI3K inhibitors.,Annals of oncology : official journal of the European Society for Medical Oncology,2019,"Journal Article;Research Support, Non-U.S. Gov't;Review",include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q001;SUB001-Q002,"Useful background on PIK3CA alteration selection, PI3K pathway biology, or alpelisib treatment landscape."
SUB001,pmid-31905165,31905165,unknown,10.1530/ERC-19-0414,Heterogeneity of genomic profile in patients with HER2-positive breast cancer.,Endocrine-related cancer,2020,"Journal Article;Research Support, Non-U.S. Gov't",include_context,clinical_or_translational,unknown,abstract_available,unknown,SUB001-Q002;SUB001-Q003,Breast cancer PIK3CA association may contextualize biomarker selection but is not resistance evidence.
SUB001,pmid-31928690,31928690,unknown,10.1093/annonc/mdz381,Efficacy of PI3K inhibitors in advanced breast cancer.,Annals of oncology : official journal of the European Society for Medical Oncology,2019,"Journal Article;Research Support, Non-U.S. Gov't;Review",include_context,review_or_background,unknown,abstract_available,unknown,SUB001-Q002;SUB001-Q003,"Useful background on PIK3CA alteration selection, PI3K pathway biology, or alpelisib treatment landscape."
SUB001,pmid-32042115,32042115,PMC7118022,10.1038/s41388-020-1202-y,"Preclinical evaluation of a novel triple-acting PIM/PI3K/mTOR inhibitor, IBL-302, in breast cancer.",Oncogene,2020,"Journal Article;Research Support, Non-U.S. Gov't",include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,Breast cancer PIK3CA association may contextualize biomarker selection but is not resistance evidence.
SUB001,pmid-32067679,32067679,unknown,10.1016/j.annonc.2019.11.006,Outcome and molecular landscape of patients with PIK3CA-mutated metastatic breast cancer.,Annals of oncology : official journal of the European Society for Medical Oncology,2020,"Journal Article;Research Support, Non-U.S. Gov't",include_context,clinical_or_translational,unknown,abstract_available,unknown,SUB001-Q002;SUB001-Q003,Metastatic breast cancer molecular landscape is useful selection context but lacks direct alpelisib exposure or resistance endpoint in the abstract.
SUB001,pmid-32087759,32087759,PMC7036180,10.1186/s13045-020-0846-y,Combination of PI3K and MEK inhibitors yields durable remission in PDX models of PIK3CA-mutated metaplastic breast cancers.,Journal of hematology & oncology,2020,"Journal Article;Research Support, Non-U.S. Gov't",include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,Breast cancer PIK3CA association may contextualize biomarker selection but is not resistance evidence.
SUB001,pmid-32252811,32252811,PMC7137211,10.1186/s13058-020-01271-0,Everolimus versus alpelisib in advanced hormone receptor-positive HER2-negative breast cancer: targeting different nodes of the PI3K/AKT/mTORC1 pathway with different clinical implications.,Breast cancer research : BCR,2020,"Comparative Study;Journal Article;Research Support, Non-U.S. Gov't;Review",include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q001;SUB001-Q002;SUB001-Q003,"Useful background on PIK3CA alteration selection, PI3K pathway biology, or alpelisib treatment landscape."
SUB001,pmid-32404150,32404150,PMC7222307,10.1186/s13058-020-01284-9,Frequency and spectrum of PIK3CA somatic mutations in breast cancer.,Breast cancer research : BCR,2020,"Journal Article;Research Support, Non-U.S. Gov't",include_context,methods_or_assay,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,Mutation-spectrum and assay-coverage data support biomarker-testing context but do not by themselves prove therapeutic response or resistance.
SUB001,pmid-32426848,32426848,unknown,10.1002/cncr.32931,Therapy after cyclin-dependent kinase inhibition in metastatic hormone receptor-positive breast cancer: Resistance mechanisms and novel treatment strategies.,Cancer,2020,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB001-Q002;SUB001-Q003,"Useful background on PIK3CA alteration selection, PI3K pathway biology, or alpelisib treatment landscape."
SUB001,pmid-32461963,32461963,PMC7238354,10.1155/2020/1598037,The Predictive Role of PIK3CA Mutation Status on PI3K Inhibitors in HR+ Breast Cancer Therapy: A Systematic Review and Meta-Analysis.,BioMed research international,2020,Journal Article;Meta-Analysis;Systematic Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,"Useful background on PIK3CA alteration selection, PI3K pathway biology, or alpelisib treatment landscape."
SUB001,pmid-32525134,32525134,unknown,10.1358/dot.2020.56.6.3137526,Alpelisib to treat breast cancer.,"Drugs of today (Barcelona, Spain : 1998)",2020,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB001-Q002;SUB001-Q003,"Useful background on PIK3CA alteration selection, PI3K pathway biology, or alpelisib treatment landscape."
SUB001,pmid-32545895,32545895,PMC7352740,10.3390/cancers12061573,New Therapeutics in HER2-Positive Advanced Breast Cancer: Towards a Change in Clinical Practices?pi.,Cancers,2020,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,"Useful background on PIK3CA alteration selection, PI3K pathway biology, or alpelisib treatment landscape."
SUB001,pmid-32748297,32748297,unknown,10.1007/s10549-020-05833-w,Induction of PIK3CA alterations during neoadjuvant letrozole may improve outcome in postmenopausal breast cancer patients.,Breast cancer research and treatment,2020,"Clinical Trial, Phase II;Journal Article",include_context,clinical_or_translational,unknown,abstract_available,unknown,SUB001-Q003,Breast cancer PIK3CA association may contextualize biomarker selection but is not resistance evidence.
SUB001,pmid-32782489,32782489,PMC7388095,10.1177/1758835920940939,Targeting the PI3K/Akt/mTOR pathway in estrogen-receptor positive HER2 negative advanced breast cancer.,Therapeutic advances in medical oncology,2020,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q001;SUB001-Q002;SUB001-Q003,"Useful background on PIK3CA alteration selection, PI3K pathway biology, or alpelisib treatment landscape."
SUB001,pmid-32843527,32843527,unknown,10.1158/1078-0432.CCR-20-1731,PIK3CA Mutation in the ShortHER Randomized Adjuvant Trial for Patients with Early HER2+ Breast Cancer: Association with Prognosis and Integration with PAM50 Subtype.,Clinical cancer research : an official journal of the American Association for Cancer Research,2020,"Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",include_context,clinical_or_translational,unknown,abstract_available,unknown,SUB001-Q002;SUB001-Q003,Breast cancer PIK3CA association may contextualize biomarker selection but is not resistance evidence.
SUB001,pmid-32964734,32964734,unknown,10.2217/fon-2020-0464,Alpelisib in the treatment of metastatic HR+ breast cancer with PIK3CA mutations.,"Future oncology (London, England)",2020,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB001-Q001;SUB001-Q002,"Useful background on PIK3CA alteration selection, PI3K pathway biology, or alpelisib treatment landscape."
SUB001,pmid-32976773,32976773,PMC7562820,10.1016/j.ccell.2020.08.016,Metabolic Imaging Detects Resistance to PI3Kα Inhibition Mediated by Persistent FOXM1 Expression in ER+ Breast Cancer.,Cancer cell,2020,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.",include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q001,Breast cancer PIK3CA association may contextualize biomarker selection but is not resistance evidence.
SUB001,pmid-33024087,33024087,PMC7538592,10.1038/s41419-020-03037-0,CD44/HA signaling mediates acquired resistance to a PI3Kα inhibitor.,Cell death & disease,2020,"Journal Article;Research Support, Non-U.S. Gov't",include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q001,Breast cancer PIK3CA association may contextualize biomarker selection but is not resistance evidence.
SUB001,pmid-33190190,33190190,PMC7854469,10.1007/s12325-020-01552-2,"Clinical Challenges in the Management of Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative Metastatic Breast Cancer: A Literature Review.",Advances in therapy,2020,"Journal Article;Research Support, Non-U.S. Gov't;Review",include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q001;SUB001-Q002;SUB001-Q003,"Useful background on PIK3CA alteration selection, PI3K pathway biology, or alpelisib treatment landscape."
SUB001,pmid-33213227,33213227,unknown,10.1080/17425255.2021.1844662,"A pharmacokinetic evaluation of alpelisib for the treatment of HR+, HER2-negative, PIK3CA-mutated advanced or metastatic breast cancer.",Expert opinion on drug metabolism & toxicology,2020,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB001-Q001;SUB001-Q002;SUB001-Q003,"Useful background on PIK3CA alteration selection, PI3K pathway biology, or alpelisib treatment landscape."
SUB001,pmid-33262138,33262138,unknown,10.1158/1078-0432.CCR-20-0232,FGFR Inhibition Overcomes Resistance to EGFR-targeted Therapy in Epithelial-like Cutaneous Carcinoma.,Clinical cancer research : an official journal of the American Association for Cancer Research,2020,"Journal Article;Research Support, Non-U.S. Gov't",include_context,review_or_background,unknown,abstract_available,unknown,SUB001-Q002;SUB001-Q003,"PIK3CA alteration prevalence, testing, or clinicogenomic association supports therapeutic-entry background."
SUB001,pmid-33376736,33376736,PMC7739049,10.1155/2020/7451576,Which Is the Most Appropriate PI3K Inhibitor for Breast Cancer Patients with or without PIK3CA Status Mutant? A Systematic Review and Network Meta-Analysis.,BioMed research international,2020,Journal Article;Systematic Review;Network Meta-Analysis,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,"PI3K/PIK3CA pathway or inhibitor review/guidance is useful target-rationale context, not resistance proof."
SUB001,pmid-33435133,33435133,PMC7827547,10.3390/jcm10020220,PI3KCA Mutations in Uterine Cervix Carcinoma.,Journal of clinical medicine,2021,Journal Article,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,"PIK3CA alteration prevalence, testing, or clinicogenomic association supports therapeutic-entry background."
SUB001,pmid-33622114,33622114,unknown,10.1080/14656566.2021.1873952,"Alpelisib for the treatment of PIK3CA-mutated, hormone receptor-positive, HER2-negative metastatic breast cancer.",Expert opinion on pharmacotherapy,2021,"Clinical Trial, Phase III;Journal Article;Randomized Controlled Trial",include_context,review_or_background,unknown,abstract_available,unknown,SUB001-Q001;SUB001-Q002;SUB001-Q003,"This is a pharmacotherapy review of alpelisib and should inform background, not serve as primary evidence."
SUB001,pmid-33685991,33685991,PMC8137641,10.1158/0008-5472.CAN-20-3232,Genomic Alterations in PIK3CA-Mutated Breast Cancer Result in mTORC1 Activation and Limit the Sensitivity to PI3Kα Inhibitors.,Cancer research,2021,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.",include_context,primary_mechanism,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,"mTORC1-regulator loss directly informs resistance biology, but only contextualizes the therapeutic-entry claim."
SUB001,pmid-33707948,33707948,PMC7943556,10.2147/TCRM.S251668,Role of Alpelisib in the Treatment of PIK3CA-Mutated Breast Cancer: Patient Selection and Clinical Perspectives.,Therapeutics and clinical risk management,2021,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q001;SUB001-Q002;SUB001-Q003,"PI3K/PIK3CA pathway or inhibitor review/guidance is useful target-rationale context, not resistance proof."
SUB001,pmid-33744168,33744168,unknown,10.1016/j.clcc.2021.02.003,The Landscape of PIK3CA Mutations in Colorectal Cancer.,Clinical colorectal cancer,2021,Journal Article,include_context,review_or_background,unknown,abstract_available,unknown,SUB001-Q002;SUB001-Q003,"PIK3CA alteration prevalence, testing, or clinicogenomic association supports therapeutic-entry background."
SUB001,pmid-33842311,33842311,PMC8032977,10.3389/fonc.2021.595675,"The Spectrum, Tendency and Predictive Value of PIK3CA Mutation in Chinese Colorectal Cancer Patients.",Frontiers in oncology,2021,Journal Article,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,"PIK3CA alteration prevalence, testing, or clinicogenomic association supports therapeutic-entry background."
SUB001,pmid-33865994,33865994,unknown,10.1016/j.critrevonc.2021.103334,PI3K inhibition in breast cancer: Identifying and overcoming different flavors of resistance.,Critical reviews in oncology/hematology,2021,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB001-Q001;SUB001-Q002;SUB001-Q003,"PI3K/PIK3CA pathway or inhibitor review/guidance is useful target-rationale context, not resistance proof."
SUB001,pmid-33976551,33976551,PMC8104980,10.2147/OTT.S298720,"Advances in Therapy for Hormone Receptor (HR)-Positive, Human Epidermal Growth Factor Receptor 2 (HER2)-Negative Advanced Breast Cancer Patients Who Have Experienced Progression After Treatment with CDK4/6 Inhibitors.",OncoTargets and therapy,2021,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,"PI3K/PIK3CA pathway or inhibitor review/guidance is useful target-rationale context, not resistance proof."
SUB001,pmid-34084688,34084688,PMC8166359,10.7759/cureus.14796,Alpelisib-Induced Diabetic Ketoacidosis.,Cureus,2021,Case Reports;Journal Article,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,"PI3K/PIK3CA treatment, assay, safety, or review context supports target rationale but is not primary resistance evidence."
SUB001,pmid-34193285,34193285,PMC8244211,10.1186/s40478-021-01222-6,Molecular diagnostics helps to identify distinct subgroups of spinal astrocytomas.,Acta neuropathologica communications,2021,Journal Article,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,"PIK3CA alteration prevalence, testing, or clinicogenomic association supports therapeutic-entry background."
SUB001,pmid-34213856,34213856,unknown,10.5802/crbiol.50,PIK3CA-related overgrowth spectrum: animal model and drug discovery.,Comptes rendus biologies,2021,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB001-Q001,"PI3K/PIK3CA pathway or inhibitor review/guidance is useful target-rationale context, not resistance proof."
SUB001,pmid-34324367,34324367,PMC8659999,10.1200/JCO.21.01392,"Endocrine Treatment and Targeted Therapy for Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative Metastatic Breast Cancer: ASCO Guideline Update.",Journal of clinical oncology : official journal of the American Society of Clinical Oncology,2021,Journal Article;Systematic Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,"PI3K/PIK3CA pathway or inhibitor review/guidance is useful target-rationale context, not resistance proof."
SUB001,pmid-34359206,34359206,PMC8300234,10.3390/ani11072079,Dysregulation of PI3K/Akt/PTEN Pathway in Canine Mammary Tumor.,Animals : an open access journal from MDPI,2021,Journal Article,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,"PIK3CA alteration prevalence, testing, or clinicogenomic association supports therapeutic-entry background."
SUB001,pmid-34364700,34364700,PMC8578298,10.1053/j.seminoncol.2021.06.003,Landmark trials in the medical oncology management of metastatic breast cancer.,Seminars in oncology,2021,"Journal Article;Research Support, N.I.H., Extramural;Review",include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,"PI3K/PIK3CA pathway or inhibitor review/guidance is useful target-rationale context, not resistance proof."
SUB001,pmid-34377593,34377593,PMC8331006,10.1080/2162402X.2021.1956173,Association of PIK3CA mutation and PTEN loss with expression of CD274 (PD-L1) in colorectal carcinoma.,Oncoimmunology,2021,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,"PIK3CA alteration prevalence, testing, or clinicogenomic association supports therapeutic-entry background."
SUB001,pmid-34479035,34479035,PMC8414046,10.1016/j.esmoop.2021.100230,PIK3CA mutations in plasma circulating tumor DNA predict survival and treatment outcomes in patients with advanced cancers.,ESMO open,2021,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.",include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q002;SUB001-Q003,"PIK3CA alteration prevalence, testing, or clinicogenomic association supports therapeutic-entry background."
SUB001,pmid-34751411,34751411,unknown,10.3892/or.2021.8222,PIK3CA mutation affects the proliferation of colorectal cancer cells through the PI3K-MEK/PDK1-GPT2 pathway.,Oncology reports,2021,Journal Article,include_context,review_or_background,unknown,abstract_available,unknown,SUB001-Q002;SUB001-Q003,"PIK3CA alteration prevalence, testing, or clinicogenomic association supports therapeutic-entry background."
