subsection_id,paper_id,PMID,PMCID,DOI,title,journal,publication_year,article_type,abstract_review_decision,evidence_role,draft_access_status,verified_access_status,venue_trust_label,source_query_ids,reason
SUB001,pmid-29868122,29868122,PMC5968201,10.3389/fgene.2018.00174,Screen for MicroRNA and Drug Interactions in Breast Cancer Cell Lines Points to miR-126 as a Modulator of CDK4/6 and PIK3CA Inhibitors.,Frontiers in genetics,2018,Journal Article,include_context,primary_mechanism,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-30315845,30315845,unknown,10.1016/j.canlet.2018.09.030,Inhibition of BTF3 sensitizes luminal breast cancer cells to PI3Kα inhibition through the transcriptional regulation of ERα.,Cancer letters,2018,"Journal Article;Research Support, Non-U.S. Gov't",include_context,clinical_or_translational,unknown,abstract_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-30413407,30413407,unknown,10.1158/2159-8290.CD-NB2018-146,Alpelisib Extends PFS in PIK3CA-Mutant Breast Cancer.,Cancer discovery,2018,News,include_context,clinical_or_translational,unknown,abstract_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-30588709,30588709,PMC6398875,10.1111/cas.13923,"Phase I study of alpelisib (BYL719), an α-specific PI3K inhibitor, in Japanese patients with advanced solid tumors.",Cancer science,2019,"Clinical Trial, Phase I;Journal Article;Multicenter Study",include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-30595753,30595753,PMC6280779,10.1007/s12254-018-0450-9,ASCO 2018 highlights: metastatic breast cancer.,Memo,2018,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-31130321,31130321,unknown,10.1016/S1470-2045(19)30372-9,Alpelisib plus fulvestrant for PIK3CA-mutated breast cancer.,The Lancet. Oncology,2019,News,include_context,clinical_or_translational,unknown,abstract_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-31256368,31256368,unknown,10.1007/s40265-019-01161-6,Alpelisib: First Global Approval.,Drugs,2019,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-31412191,31412191,unknown,10.1056/NEJMc1907856,Alpelisib for PIK3CA-Mutated Advanced Breast Cancer.,The New England journal of medicine,2019,Letter;Comment,include_context,clinical_or_translational,unknown,abstract_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-31412192,31412192,unknown,10.1056/NEJMc1907856,Alpelisib for PIK3CA-Mutated Advanced Breast Cancer.,The New England journal of medicine,2019,Letter;Comment,include_context,clinical_or_translational,unknown,abstract_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-31412193,31412193,unknown,10.1056/NEJMc1907856,Alpelisib for PIK3CA-Mutated Advanced Breast Cancer. Reply.,The New England journal of medicine,2019,Letter;Comment,include_context,clinical_or_translational,unknown,abstract_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-31439579,31439579,unknown,10.1158/1078-0432.CCR-19-0508,"POSEIDON Trial Phase 1b Results: Safety, Efficacy and Circulating Tumor DNA Response of the Beta Isoform-Sparing PI3K Inhibitor Taselisib (GDC-0032) Combined with Tamoxifen in Hormone Receptor Positive Metastatic Breast Cancer Patients.",Clinical cancer research : an official journal of the American Association for Cancer Research,2019,"Clinical Trial, Phase I;Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't",include_context,primary_mechanism,unknown,abstract_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-31485143,31485143,PMC6705475,unknown,Pharmaceutical Approval Update.,P & T : a peer-reviewed journal for formulary management,2019,Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-31552290,31552290,PMC6757060,10.1038/s41523-019-0126-6,PIK3CA and MAP3K1 alterations imply luminal A status and are associated with clinical benefit from pan-PI3K inhibitor buparlisib and letrozole in ER+ metastatic breast cancer.,NPJ breast cancer,2019,Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-31780379,31780379,unknown,10.1016/j.clbc.2019.06.017,Practical Treatment Strategies and Future Directions After Progression While Receiving CDK4/6 Inhibition and Endocrine Therapy in Advanced HR+/HER2- Breast Cancer.,Clinical breast cancer,2019,Journal Article,include_context,primary_mechanism,unknown,abstract_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-31828441,31828441,unknown,10.1007/s11912-019-0846-7,PI3K Inhibitors in Breast Cancer Therapy.,Current oncology reports,2019,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-31859349,31859349,PMC6923787,10.1093/annonc/mdz381,Efficacy of PI3K inhibitors in advanced breast cancer.,Annals of oncology : official journal of the European Society for Medical Oncology,2019,"Journal Article;Research Support, Non-U.S. Gov't;Review",include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-31928690,31928690,unknown,10.1093/annonc/mdz381,Efficacy of PI3K inhibitors in advanced breast cancer.,Annals of oncology : official journal of the European Society for Medical Oncology,2019,"Journal Article;Research Support, Non-U.S. Gov't;Review",include_context,review_or_background,unknown,abstract_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-32416251,32416251,unknown,10.1016/j.annonc.2020.05.001,Time course and management of key adverse events during the randomized phase III SOLAR-1 study of PI3K inhibitor alpelisib plus fulvestrant in patients with HR-positive advanced breast cancer.,Annals of oncology : official journal of the European Society for Medical Oncology,2020,"Clinical Trial, Phase III;Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",include_context,clinical_or_translational,unknown,abstract_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-32525134,32525134,unknown,10.1358/dot.2020.56.6.3137526,Alpelisib to treat breast cancer.,"Drugs of today (Barcelona, Spain : 1998)",2020,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-32637176,32637176,PMC7322582,10.1155/2020/3759179,A Systematic Review of the Prevalence and Diagnostic Workup of PIK3CA Mutations in HR+/HER2- Metastatic Breast Cancer.,International journal of breast cancer,2020,Journal Article,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q001,"Useful review, guideline, or approval framing for the subsection, but not direct primary evidence under the workflow threshold."
SUB001,pmid-32782489,32782489,PMC7388095,10.1177/1758835920940939,Targeting the PI3K/Akt/mTOR pathway in estrogen-receptor positive HER2 negative advanced breast cancer.,Therapeutic advances in medical oncology,2020,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-32795346,32795346,PMC7427086,10.1186/s13058-020-01320-8,Targeting activated PI3K/mTOR signaling overcomes acquired resistance to CDK4/6-based therapies in preclinical models of hormone receptor-positive breast cancer.,Breast cancer research : BCR,2020,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.",include_context,primary_mechanism,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-32817061,32817061,PMC7437706,10.1136/esmoopen-2020-000890,PIK3CA mutation inhibition in hormone receptor-positive breast cancer: time has come.,ESMO open,2020,"Editorial;Research Support, Non-U.S. Gov't",include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-32881420,32881420,PMC7941483,10.1002/cnr2.1287,Paired tumor sequencing and germline testing in breast cancer management: An experience of a single academic center.,"Cancer reports (Hoboken, N.J.)",2020,"Journal Article;Research Support, Non-U.S. Gov't",include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-32953006,32953006,PMC7472334,10.1039/d0sc01676d,PI3K inhibitors: review and new strategies.,Chemical science,2020,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-32964734,32964734,unknown,10.2217/fon-2020-0464,Alpelisib in the treatment of metastatic HR+ breast cancer with PIK3CA mutations.,"Future oncology (London, England)",2020,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-32977934,32977934,unknown,10.1016/j.bulcan.2020.07.007,[New European approvals: Alpelisib for HRpos/HER2neg metastatic breast cancer with PIK3CA mutation].,Bulletin du cancer,2020,Letter,include_context,clinical_or_translational,unknown,abstract_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-33168657,33168657,PMC8535764,10.1158/1078-0432.CCR-20-3652,"FDA Approval Summary: Alpelisib Plus Fulvestrant for Patients with HR-positive, HER2-negative, PIK3CA-mutated, Advanced or Metastatic Breast Cancer.",Clinical cancer research : an official journal of the American Association for Cancer Research,2020,Journal Article;Randomized Controlled Trial,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q001,"Useful review, guideline, or approval framing for the subsection, but not direct primary evidence under the workflow threshold."
SUB001,pmid-33186740,33186740,PMC8457522,10.1016/j.annonc.2020.10.596,"Phase III randomized study of taselisib or placebo with fulvestrant in estrogen receptor-positive, PIK3CA-mutant, HER2-negative, advanced breast cancer: the SANDPIPER trial.",Annals of oncology : official journal of the European Society for Medical Oncology,2020,"Clinical Trial, Phase III;Journal Article;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-33239910,33239910,PMC7680678,10.2147/BCTT.S219436,Alpelisib in the Treatment of Breast Cancer: A Short Review on the Emerging Clinical Data.,Breast cancer (Dove Medical Press),2020,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-33414137,33414137,PMC8075007,10.1158/1078-0432.CCR-20-3017,"Combining Neratinib with CDK4/6, mTOR, and MEK Inhibitors in Models of HER2-positive Cancer.",Clinical cancer research : an official journal of the American Association for Cancer Research,2021,"Journal Article;Research Support, N.I.H., Extramural",include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-33520003,33520003,PMC7829038,10.1007/s12254-021-00674-9,ASCO 2020: highlights in breast cancer.,Memo,2021,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-33575071,33575071,PMC7646628,10.6004/jadpro.2020.11.7.9,Alpelisib: A Novel Therapy for Patients With PIK3CA-Mutated Metastatic Breast Cancer.,Journal of the advanced practitioner in oncology,2020,Journal Article,include_context,primary_mechanism,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-33622114,33622114,unknown,10.1080/14656566.2021.1873952,"Alpelisib for the treatment of PIK3CA-mutated, hormone receptor-positive, HER2-negative metastatic breast cancer.",Expert opinion on pharmacotherapy,2021,"Clinical Trial, Phase III;Journal Article;Randomized Controlled Trial",include_context,primary_mechanism,unknown,abstract_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-33707948,33707948,PMC7943556,10.2147/TCRM.S251668,Role of Alpelisib in the Treatment of PIK3CA-Mutated Breast Cancer: Patient Selection and Clinical Perspectives.,Therapeutics and clinical risk management,2021,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-33842357,33842357,PMC8027489,10.3389/fonc.2021.644737,"PIK3CA Mutations as a Molecular Target for Hormone Receptor-Positive, HER2-Negative Metastatic Breast Cancer.",Frontiers in oncology,2021,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-33865994,33865994,unknown,10.1016/j.critrevonc.2021.103334,PI3K inhibition in breast cancer: Identifying and overcoming different flavors of resistance.,Critical reviews in oncology/hematology,2021,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-33867564,33867564,PMC8046519,10.1055/a-1397-7170,Update Breast Cancer 2020 Part 5 - Moving Therapies From Advanced to Early Breast Cancer Patients.,Geburtshilfe und Frauenheilkunde,2021,Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-33947692,33947692,PMC8282678,10.1158/1078-0432.CCR-21-0047,A Phase I Study of Alpelisib in Combination with Trastuzumab and LJM716 in Patients with PIK3CA-Mutated HER2-Positive Metastatic Breast Cancer.,Clinical cancer research : an official journal of the American Association for Cancer Research,2021,"Clinical Trial, Phase I;Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",include_context,primary_mechanism,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-34012367,34012367,PMC8114069,10.1159/000514794,First Experiences with Alpelisib in Clinical Routine: Case Reports from a German Breast Center.,"Breast care (Basel, Switzerland)",2021,Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-34084688,34084688,PMC8166359,10.7759/cureus.14796,Alpelisib-Induced Diabetic Ketoacidosis.,Cureus,2021,Case Reports;Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-34127844,34127844,PMC9297732,10.1038/s41573-021-00209-1,PI3K inhibitors are finally coming of age.,Nature reviews. Drug discovery,2021,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-34257082,34257082,PMC8744502,10.1158/0008-5472.CAN-21-1208,Cell Line-Specific Network Models of ER+ Breast Cancer Identify Potential PI3Kα Inhibitor Resistance Mechanisms and Drug Combinations.,Cancer research,2021,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.",include_context,primary_mechanism,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-34324367,34324367,PMC8659999,10.1200/JCO.21.01392,"Endocrine Treatment and Targeted Therapy for Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative Metastatic Breast Cancer: ASCO Guideline Update.",Journal of clinical oncology : official journal of the American Society of Clinical Oncology,2021,Journal Article;Systematic Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q001,"Useful review, guideline, or approval framing for the subsection, but not direct primary evidence under the workflow threshold."
SUB001,pmid-34483661,34483661,PMC8408891,10.1177/11782234211037421,Tumor lysis Syndrome in a Patient with Metastatic Breast Cancer Treated with Alpelisib.,Breast cancer : basic and clinical research,2021,Case Reports;Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-34544753,34544753,PMC9762331,10.1158/2159-8290.CD-21-0072,RTK-Dependent Inducible Degradation of Mutant PI3Kα Drives GDC-0077 (Inavolisib) Efficacy.,Cancer discovery,2021,"Journal Article;Research Support, Non-U.S. Gov't",include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-34765318,34765318,PMC8569340,unknown,Chemoresistance in breast cancer: PI3K/Akt pathway inhibitors vs the current chemotherapy.,American journal of cancer research,2021,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-34842356,34842356,PMC8567053,10.1002/ctm2.589,Large-scale genomic sequencing reveals adaptive opportunity of targeting mutated-PI3Kα in early and advanced HER2-positive breast cancer.,Clinical and translational medicine,2021,"Journal Article;Research Support, Non-U.S. Gov't",include_context,primary_mechanism,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-34900474,34900474,PMC8648282,10.7759/cureus.19295,Alpelisib-Induced Diabetic Ketoacidosis in a Non-diabetic Patient.,Cureus,2021,Case Reports;Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-34911971,34911971,PMC8674263,10.1038/s41598-021-02643-y,Circulating PIK3CA mutation detection at diagnosis in non-metastatic inflammatory breast cancer patients.,Scientific reports,2021,"Journal Article;Research Support, Non-U.S. Gov't",include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-34986950,34986950,unknown,10.1691/ph.2021.1820,Recent clinical advances in PI3K inhibitors on colorectal cancer.,Die Pharmazie,2021,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-35000092,35000092,unknown,10.1007/s10549-021-06476-1,"Factors leading to alpelisib discontinuation in patients with hormone receptor positive, human epidermal growth factor receptor-2 negative breast cancer.",Breast cancer research and treatment,2022,Journal Article,include_context,clinical_or_translational,unknown,abstract_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-35016012,35016012,PMC8749445,10.1016/j.breast.2021.12.016,A multidisciplinary approach to optimizing care of patients treated with alpelisib.,"Breast (Edinburgh, Scotland)",2021,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-35022207,35022207,PMC7612218,10.1158/2159-8290.CD-21-1411,Precision Targeting of Mutant PI3Kα in Cancer by Selective Degradation.,Cancer discovery,2022,"Journal Article;Research Support, Non-U.S. Gov't;Comment",include_context,primary_mechanism,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-35023985,35023985,PMC8743979,10.1177/11795549211068804,"PIK3CA Mutations in Diffuse Gliomas: An Update on Molecular Stratification, Prognosis, Recurrence, and Aggressiveness.",Clinical Medicine Insights. Oncology,2022,Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
SUB001,pmid-35075945,35075945,PMC8793384,10.1177/15347354211073163,Management of Phosphatidylinositol-3-Kinase Inhibitor-Associated Hyperglycemia.,Integrative cancer therapies,2022,"Journal Article;Research Support, Non-U.S. Gov't",include_context,primary_mechanism,unknown,pmc_available,unknown,SUB001-Q001,"Useful for framing PI3K-alpha biology, clinical use, testing, or resistance heterogeneity, but not the cleanest primary proof for this subsection claim."
