claim_id,subsection_id,chapter_title,subsection_title,claim_text,cited_paper_ids,citation_ids,work_order_path,review_path,verification_status,notes
SUB002-CL004,SUB002,1: Clinical And Pharmacologic Frame,Approved Alpelisib Benefit And The Durability Problem,"A post-CDK4/6 inhibitor single-center retrospective comparison likewise reported substantial adverse-event burden in the alpelisib arm, including hyperglycemia, rash, anorexia, and a high discontinuation rate due to adverse effects, underscoring that routine-care dose intensity can differ from trial exposure `pmid-41681940`.",pmid-41681940,SUB002-C004,artifacts/10_claim_verification/02_work_orders/SUB002.md,artifacts/10_claim_verification/03_claim_reviews/SUB002.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB002-CL005,SUB002,1: Clinical And Pharmacologic Frame,Approved Alpelisib Benefit And The Durability Problem,"Hyperglycemia is an expected on-target pharmacologic effect of PI3K-alpha inhibition because PI3K signaling participates in glucose and insulin homeostasis; the ITACA interim analysis highlights early onset and the possibility of dose reductions, treatment delays, or discontinuation `pmid-40152314`.",pmid-40152314,SUB002-C005,artifacts/10_claim_verification/02_work_orders/SUB002.md,artifacts/10_claim_verification/03_claim_reviews/SUB002.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB002-CL006,SUB002,1: Clinical And Pharmacologic Frame,Approved Alpelisib Benefit And The Durability Problem,"METALLICA tested prophylactic metformin in a single-arm phase II setting and reported no alpelisib discontinuations owing to hyperglycemia, but diarrhea was frequent and benchmarking relied on SOLAR-1 and BYLieve rather than randomization `pmid-38638399`.",pmid-38638399,SUB002-C006,artifacts/10_claim_verification/02_work_orders/SUB002.md,artifacts/10_claim_verification/03_claim_reviews/SUB002.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB002-CL007,SUB002,1: Clinical And Pharmacologic Frame,Approved Alpelisib Benefit And The Durability Problem,A separate hyperglycemia-management cohort identified baseline glycemic and metabolic risk as clinically relevant for monitoring and treatment decisions `pmid-37743730`.,pmid-37743730,SUB002-C007,artifacts/10_claim_verification/02_work_orders/SUB002.md,artifacts/10_claim_verification/03_claim_reviews/SUB002.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB003-CL001,SUB003,2: Inhibitor Landscape And Therapeutic Index,Inavolisib And The Clinical Triplet Context,"These data support efficacy for the first-line endocrine-resistant triplet context, while leaving open whether the regimen treats tumors already resistant to prior PI3K-alpha inhibitors `pmid-40454641`.",pmid-40454641,SUB003-C001,artifacts/10_claim_verification/02_work_orders/SUB003.md,artifacts/10_claim_verification/03_claim_reviews/SUB003.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB003-CL002,SUB003,2: Inhibitor Landscape And Therapeutic Index,Inavolisib And The Clinical Triplet Context,"That study explicitly supported moving the inavolisib, palbociclib, and fulvestrant combination into INAVO120 rather than proving cross-resistance reversal `pmid-39236276`.",pmid-39236276,SUB003-C002,artifacts/10_claim_verification/02_work_orders/SUB003.md,artifacts/10_claim_verification/03_claim_reviews/SUB003.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB003-CL003,SUB003,2: Inhibitor Landscape And Therapeutic Index,Inavolisib And The Clinical Triplet Context,"These toxicities were more common with inavolisib than placebo but were generally characterized as manageable with supportive care and dose modification, with low treatment-discontinuation rates and no new unexpected safety signals `pmid-42202490`.",pmid-42202490,SUB003-C003,artifacts/10_claim_verification/02_work_orders/SUB003.md,artifacts/10_claim_verification/03_claim_reviews/SUB003.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB003-CL004,SUB003,2: Inhibitor Landscape And Therapeutic Index,Inavolisib And The Clinical Triplet Context,"Mechanistically, the packet supports a more precise claim than simple ""more selective inhibitor."" Preclinical work on GDC-0077, now inavolisib, found that certain PI3K-alpha inhibitors can promote degradation of mutant p110-alpha, with stronger and more durable PI3K pathway suppression than nondegrading inhibitors in models, and combination experiments supported concurrent targeting of PI3K, ER, and CDK4/6 pathways `pmid-34544753`.",pmid-34544753,SUB003-C004,artifacts/10_claim_verification/02_work_orders/SUB003.md,artifacts/10_claim_verification/03_claim_reviews/SUB003.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB003-CL005,SUB003,2: Inhibitor Landscape And Therapeutic Index,Inavolisib And The Clinical Triplet Context,"A related commentary framed this as RTK-dependent mutant PI3K-alpha degradation that may reduce feedback-mediated reactivation and widen the therapeutic index, but this remains mechanistic rationale rather than a direct clinical resistance-overcoming claim `pmid-35022207`.",pmid-35022207,SUB003-C005,artifacts/10_claim_verification/02_work_orders/SUB003.md,artifacts/10_claim_verification/03_claim_reviews/SUB003.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB003-CL006,SUB003,2: Inhibitor Landscape And Therapeutic Index,Inavolisib And The Clinical Triplet Context,"Later first-in-human and translational analyses add nuance: single-agent inavolisib showed pharmacodynamic modulation and antitumor activity in PIK3CA-mutated solid tumors, and FGFR2 hotspot mutations in ctDNA were associated with clinical benefit, while FGFR2-selective inhibitor combinations delayed resistance in preclinical models `pmid-41143603`.",pmid-41143603,SUB003-C006,artifacts/10_claim_verification/02_work_orders/SUB003.md,artifacts/10_claim_verification/03_claim_reviews/SUB003.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB003-CL007,SUB003,2: Inhibitor Landscape And Therapeutic Index,Inavolisib And The Clinical Triplet Context,"The study's proposed way around these on-target secondary mutations was an allosteric PI3K-alpha inhibitor, not inavolisib itself `pmid-37916958`.",pmid-37916958,SUB003-C007,artifacts/10_claim_verification/02_work_orders/SUB003.md,artifacts/10_claim_verification/03_claim_reviews/SUB003.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB004-CL001,SUB004,2: Inhibitor Landscape And Therapeutic Index,"STX-478, RLY-2608, And Mutant-Selective Hypotheses","Fragment-crystallography work on PI3K-alpha emphasized that the wild-type and mutant ATP-binding sites are highly similar, making ATP-competitive mutant selectivity difficult, and identified non-ATP allosteric pockets, including regions near helical-domain hotspot residues, as plausible starting points for mutant-specific design `pmid-28129991`.",pmid-28129991,SUB004-C001,artifacts/10_claim_verification/02_work_orders/SUB004.md,artifacts/10_claim_verification/03_claim_reviews/SUB004.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB004-CL002,SUB004,2: Inhibitor Landscape And Therapeutic Index,"STX-478, RLY-2608, And Mutant-Selective Hypotheses","A later commentary framed the same therapeutic-index problem biologically: systemic wild-type PI3K-alpha inhibition impairs glucose control and can provoke insulin feedback that reactivates tumor PI3K signaling, so sparing wild-type enzyme is a mechanistically coherent but still testable solution `pmid-35022207`.",pmid-35022207,SUB004-C002,artifacts/10_claim_verification/02_work_orders/SUB004.md,artifacts/10_claim_verification/03_claim_reviews/SUB004.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB004-CL003,SUB004,2: Inhibitor Landscape And Therapeutic Index,"STX-478, RLY-2608, And Mutant-Selective Hypotheses","Combination studies with fulvestrant and/or CDK4/6 inhibitors produced durable regressions in ER-positive HER2-negative breast cancer xenografts without overt mouse tolerability signals, but these are not yet proof that clinical resistance has been solved `pmid-37623743`.",pmid-37623743,SUB004-C003,artifacts/10_claim_verification/02_work_orders/SUB004.md,artifacts/10_claim_verification/03_claim_reviews/SUB004.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB004-CL004,SUB004,2: Inhibitor Landscape And Therapeutic Index,"STX-478, RLY-2608, And Mutant-Selective Hypotheses","In PIK3CA-mutant xenografts, RLY-2608 inhibited tumor growth with minimal insulin increase, and two patients with advanced HR-positive breast cancer harboring kinase- or helical-domain PIK3CA mutations had objective responses without observed wild-type PI3K-alpha toxicities in the reported vignettes `pmid-37916956`.",pmid-37916956,SUB004-C004,artifacts/10_claim_verification/02_work_orders/SUB004.md,artifacts/10_claim_verification/03_claim_reviews/SUB004.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB004-CL005,SUB004,2: Inhibitor Landscape And Therapeutic Index,"STX-478, RLY-2608, And Mutant-Selective Hypotheses",RLY-2608 retained potency and signaling inhibition in those models because it binds outside the catalytic pocket `pmid-37916958`.,pmid-37916958,SUB004-C005,artifacts/10_claim_verification/02_work_orders/SUB004.md,artifacts/10_claim_verification/03_claim_reviews/SUB004.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB005-CL001,SUB005,3: Genetic And Pathway Reactivation Mechanisms,PTEN Loss And p110-beta Compensation,A PTEN-null patient-derived xenograft was resistant to BYL719 but responded to pan-PI3K inhibition or the BYL719 plus AZD6482 p110-beta combination `pmid-25409150`.,pmid-25409150,SUB005-C001,artifacts/10_claim_verification/02_work_orders/SUB005.md,artifacts/10_claim_verification/03_claim_reviews/SUB005.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB005-CL002,SUB005,3: Genetic And Pathway Reactivation Mechanisms,PTEN Loss And p110-beta Compensation,"PTEN and ESR1 alterations together marked nearly half of profiled progressing cases, showing that resistance can arise through the PI3K pathway, the endocrine-therapy component, or both `pmid-32864625`.",pmid-32864625,SUB005-C002,artifacts/10_claim_verification/02_work_orders/SUB005.md,artifacts/10_claim_verification/03_claim_reviews/SUB005.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB005-CL003,SUB005,3: Genetic And Pathway Reactivation Mechanisms,PTEN Loss And p110-beta Compensation,"A later cohort of patients progressing on alpelisib or inavolisib similarly found acquired PI3K pathway alterations in about half of serial ctDNA cases, including PTEN loss-of-function alterations in 5 of 32 and PTEN alteration in 1 of 8 rapid-autopsy series, but also AKT1, secondary PIK3CA, FGFR, KRAS, and BRAF changes `pmid-37916958`. p110-beta compensation should therefore be described as an important PTEN-linked and adaptive route, not simply as the only downstream escape.",pmid-37916958,SUB005-C003,artifacts/10_claim_verification/02_work_orders/SUB005.md,artifacts/10_claim_verification/03_claim_reviews/SUB005.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB005-CL004,SUB005,3: Genetic And Pathway Reactivation Mechanisms,PTEN Loss And p110-beta Compensation,"IGF1R inhibition disrupted the complex, and either IGF1R or p110-beta inhibition restored BYL719 sensitivity in vitro and improved tumor control in MCF7 xenografts `pmid-27048245`.",pmid-27048245,SUB005-C004,artifacts/10_claim_verification/02_work_orders/SUB005.md,artifacts/10_claim_verification/03_claim_reviews/SUB005.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB005-CL005,SUB005,3: Genetic And Pathway Reactivation Mechanisms,PTEN Loss And p110-beta Compensation,"Non-genetic PTEN inactivation adds another layer: PI3K inhibitor exposure can activate a USP10-GSK3-beta axis that phosphorylates PTEN, blocks dimerization, maintains PIP3 and downstream signaling, and can be countered by USP10 or GSK3-beta suppression in resistant models and patient-derived organoids `pmid-40991650`.",pmid-40991650,SUB005-C005,artifacts/10_claim_verification/02_work_orders/SUB005.md,artifacts/10_claim_verification/03_claim_reviews/SUB005.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB005-CL006,SUB005,3: Genetic And Pathway Reactivation Mechanisms,PTEN Loss And p110-beta Compensation,"Because PTEN status has been defined by copy number, mutation, protein IHC, and downstream phosphoprotein readouts across studies, later verification should keep baseline PTEN loss, acquired genetic PTEN loss, adaptive p110-beta signaling, and post-translational PTEN inactivation as separate evidence classes `pmid-31859350`.",pmid-31859350,SUB005-C006,artifacts/10_claim_verification/02_work_orders/SUB005.md,artifacts/10_claim_verification/03_claim_reviews/SUB005.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB005-CL007,SUB005,3: Genetic And Pathway Reactivation Mechanisms,PTEN Loss And p110-beta Compensation,"Systematic resistance work reinforces this caution: PI3K inhibitor escape in breast cancer is heterogeneous, and post-resistance biopsies may show multiple resistance programs rather than one dominant lesion `pmid-27604488`.",pmid-27604488,SUB005-C007,artifacts/10_claim_verification/02_work_orders/SUB005.md,artifacts/10_claim_verification/03_claim_reviews/SUB005.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB006-CL001,SUB006,3: Genetic And Pathway Reactivation Mechanisms,Secondary PIK3CA Mutations And On-Target Resistance,"In one inavolisib-treated patient, phylogenetic analysis showed truncal H1047R and E726K with subclonal Q859K and AKT1 alterations at autopsy; in serial ddPCR from two patients, emergence of Q859K, W780R, and AKT1 mutations accompanied rebound of the founder H1047R mutation before or around clinical progression `pmid-37916958`.",pmid-37916958,SUB006-C001,artifacts/10_claim_verification/02_work_orders/SUB006.md,artifacts/10_claim_verification/03_claim_reviews/SUB006.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB006-CL002,SUB006,3: Genetic And Pathway Reactivation Mechanisms,Secondary PIK3CA Mutations And On-Target Resistance,"RLY-2608, an allosteric pan-mutant-selective inhibitor, retained potency, binding, and downstream signaling inhibition in these double-mutant models because it binds outside the catalytic pocket `pmid-37916958`.",pmid-37916958,SUB006-C001,artifacts/10_claim_verification/02_work_orders/SUB006.md,artifacts/10_claim_verification/03_claim_reviews/SUB006.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB006-CL003,SUB006,3: Genetic And Pathway Reactivation Mechanisms,Secondary PIK3CA Mutations And On-Target Resistance,"The RLY-2608 discovery paper supports the plausibility of this binding-mode distinction, but its clinical evidence consists of early proof-of-concept responses in patients with kinase- or helical-domain PIK3CA-mutant breast cancer, not a demonstrated clinical rescue cohort after secondary PIK3CA resistance `pmid-37916956`.",pmid-37916956,SUB006-C002,artifacts/10_claim_verification/02_work_orders/SUB006.md,artifacts/10_claim_verification/03_claim_reviews/SUB006.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB006-CL004,SUB006,3: Genetic And Pathway Reactivation Mechanisms,Secondary PIK3CA Mutations And On-Target Resistance,"In SANDPIPER ctDNA analyses of HR-positive HER2-negative metastatic breast cancer, clonal multiple PIK3CA mutations correlated with higher response and longer progression-free survival on taselisib plus fulvestrant than subclonal multiple mutations, supporting the idea that some baseline double mutations mark stronger pathway dependence rather than resistance `pmid-37101291`.",pmid-37101291,SUB006-C003,artifacts/10_claim_verification/02_work_orders/SUB006.md,artifacts/10_claim_verification/03_claim_reviews/SUB006.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB006-CL005,SUB006,3: Genetic And Pathway Reactivation Mechanisms,Secondary PIK3CA Mutations And On-Target Resistance,"Mutation-spectrum studies similarly show that double PIK3CA mutations are not rare among PIK3CA-mutant breast cancers and that non-hotspot mutations such as E726K may act differently depending on whether they are isolated, paired with hotspot mutations, clonal, or subclonal `pmid-32404150`; comprehensive genomic profiling extends this point by showing that OTHERm and SOLAR1m mutations overlap clinically, that some subclonal OTHERm may represent later tumor evolution, and that clinical benefit from alpelisib can still occur outside the original hotspot set `pmid-36321996`.",pmid-32404150; pmid-36321996,SUB006-C004; SUB006-C005,artifacts/10_claim_verification/02_work_orders/SUB006.md,artifacts/10_claim_verification/03_claim_reviews/SUB006.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB006-CL006,SUB006,3: Genetic And Pathway Reactivation Mechanisms,Secondary PIK3CA Mutations And On-Target Resistance,"Because PI3K inhibitor resistance also includes PTEN loss, AKT1 activation, RTK/MAPK bypass, p110-beta compensation, and adaptive transcriptional programs, serial ctDNA or contemporary tissue profiling is essential before assigning progression to secondary PIK3CA mutation alone `pmid-31859350` `pmid-27604488`.",pmid-27604488; pmid-31859350,SUB006-C007; SUB006-C006,artifacts/10_claim_verification/02_work_orders/SUB006.md,artifacts/10_claim_verification/03_claim_reviews/SUB006.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB007-CL001,SUB007,3: Genetic And Pathway Reactivation Mechanisms,AKT/mTOR Output Persistence,"Phosphotyrosine proteomics then connected this phenotype to increased IGF1R, IRS1 or IRS2, and p85 phosphorylation, co-immunoprecipitation of an IGF1R-IRS-p85-p110beta complex, and functional rescue by IGF1R or p110beta inhibitors in vitro and in MCF7 xenografts `pmid-27048245`.",pmid-27048245,SUB007-C001,artifacts/10_claim_verification/02_work_orders/SUB007.md,artifacts/10_claim_verification/03_claim_reviews/SUB007.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB007-CL002,SUB007,3: Genetic And Pathway Reactivation Mechanisms,AKT/mTOR Output Persistence,"This paper is especially useful for later verification because it ties timing, pS6 pharmacodynamics, treatment exposure, and rescue experiments together `pmid-23903756`.",pmid-23903756,SUB007-C002,artifacts/10_claim_verification/02_work_orders/SUB007.md,artifacts/10_claim_verification/03_claim_reviews/SUB007.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB007-CL003,SUB007,3: Genetic And Pathway Reactivation Mechanisms,AKT/mTOR Output Persistence,"A gain-of-function resistance screen and acquired T47D resistance model found that PIM kinases maintained downstream PRAS40, RPS6, and BAD phosphorylation while AKT S473 phosphorylation stayed suppressed under PI3K inhibitor treatment; combined PIM and PI3K inhibition overcame this resistance `pmid-27604488`.",pmid-27604488,SUB007-C003,artifacts/10_claim_verification/02_work_orders/SUB007.md,artifacts/10_claim_verification/03_claim_reviews/SUB007.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB007-CL004,SUB007,3: Genetic And Pathway Reactivation Mechanisms,AKT/mTOR Output Persistence,"In squamous carcinomas, BYL719-resistant HNSCC and esophageal SCC models maintained mTOR activity through an AXL-EGFR-PLCgamma-PKC axis, again despite PI3K-AKT inhibition, and combined PI3Kalpha inhibition with EGFR, AXL, or PKC blockade reverted resistance `pmid-25873175`.",pmid-25873175,SUB007-C004,artifacts/10_claim_verification/02_work_orders/SUB007.md,artifacts/10_claim_verification/03_claim_reviews/SUB007.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB007-CL005,SUB007,3: Genetic And Pathway Reactivation Mechanisms,AKT/mTOR Output Persistence,"A separate HNSCC study sharpened the timing requirement: alpelisib rapidly inhibited PRAS40, S6K, and RSK, but pathway phosphorylation partially or completely rebounded by 24 hours; tipifarnib, through HRAS and RHEB defarnesylation, made mTOR and MAPK inhibition more durable in cell lines, xenografts, PDX models, and an early clinical case `pmid-37339176`.",pmid-37339176,SUB007-C005,artifacts/10_claim_verification/02_work_orders/SUB007.md,artifacts/10_claim_verification/03_claim_reviews/SUB007.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB007-CL006,SUB007,3: Genetic And Pathway Reactivation Mechanisms,AKT/mTOR Output Persistence,"The last category is clinically visible in serial liquid-biopsy and rapid-autopsy analyses of breast cancers progressing on PI3Kalpha inhibitors, where acquired resistance often involved PI3K pathway reactivation, including AKT1 alterations, and double-mutant PIK3CA models could remain sensitive to downstream AKT inhibitors `pmid-37916958`.",pmid-37916958,SUB007-C006,artifacts/10_claim_verification/02_work_orders/SUB007.md,artifacts/10_claim_verification/03_claim_reviews/SUB007.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB007-CL007,SUB007,3: Genetic And Pathway Reactivation Mechanisms,AKT/mTOR Output Persistence,"A CD44-high luminal breast cancer state adds another boundary condition: CD44-hyaluronan signaling activated Src-ERK and maintained AKT and mTOR activity during PI3Kalpha inhibition, with sensitivity restored by disrupting the CD44-HA interaction `pmid-33024087`.",pmid-33024087,SUB007-C007,artifacts/10_claim_verification/02_work_orders/SUB007.md,artifacts/10_claim_verification/03_claim_reviews/SUB007.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB007-CL008,SUB007,3: Genetic And Pathway Reactivation Mechanisms,AKT/mTOR Output Persistence,"Finally, persistent mTORC1 may create vulnerabilities beyond simple vertical inhibition, as PI3K inhibitor-resistant HR-positive breast cancer models with constitutively active mTORC1 were sensitive to metabolic perturbations that produced energy stress and aspartate depletion `pmid-40113784`.",pmid-40113784,SUB007-C008,artifacts/10_claim_verification/02_work_orders/SUB007.md,artifacts/10_claim_verification/03_claim_reviews/SUB007.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB008-CL001,SUB008,"4: Bypass, Cellular State, And Tumor Context","RTK, HER-family, IGF1R, And MAPK/ERK Bypass","Across 22 breast cancer cell lines and three breast cancer PDX models, high EGFR, c-MET, or FGFR1 expression tracked with preserved ERK signaling and relative BYL719 resistance, while the ability of BYL719 to suppress both AKT and ERK tracked with greater sensitivity `pmid-28382169`.",pmid-28382169,SUB008-C001,artifacts/10_claim_verification/02_work_orders/SUB008.md,artifacts/10_claim_verification/03_claim_reviews/SUB008.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB008-CL002,SUB008,"4: Bypass, Cellular State, And Tumor Context","RTK, HER-family, IGF1R, And MAPK/ERK Bypass","Removing insulin, blocking IGF1R with AEW541, or inhibiting p110beta restored BYL719 sensitivity; the p110beta combination was also active in MCF7 xenografts `pmid-27048245`.",pmid-27048245,SUB008-C002,artifacts/10_claim_verification/02_work_orders/SUB008.md,artifacts/10_claim_verification/03_claim_reviews/SUB008.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB008-CL003,SUB008,"4: Bypass, Cellular State, And Tumor Context","RTK, HER-family, IGF1R, And MAPK/ERK Bypass","Combined PI3Kalpha inhibition with EGFR, AXL, or PKC blockade reverted resistance in these models, and AXL overexpression was observed in resistant laboratory and patient tumors `pmid-25873175`.",pmid-25873175,SUB008-C003,artifacts/10_claim_verification/02_work_orders/SUB008.md,artifacts/10_claim_verification/03_claim_reviews/SUB008.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB008-CL004,SUB008,"4: Bypass, Cellular State, And Tumor Context","RTK, HER-family, IGF1R, And MAPK/ERK Bypass","A separate HNSCC resistance study found that alpelisib-resistant cell lines and PDXs used TAM-family receptor changes with MAPK signaling, reinforcing the idea that receptor up-regulation and MAPK activation can converge on mTORC1-S6, but that the exact mediator varies by tumor lineage and model `pmid-33059733`.",pmid-33059733,SUB008-C004,artifacts/10_claim_verification/02_work_orders/SUB008.md,artifacts/10_claim_verification/03_claim_reviews/SUB008.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB008-CL005,SUB008,"4: Bypass, Cellular State, And Tumor Context","RTK, HER-family, IGF1R, And MAPK/ERK Bypass","The resistant state retained Akt, Erk1/2, S6K, Rb, and ERalpha phosphorylation, and alpelisib plus the FGFR inhibitor AZD4547, with or without fulvestrant, produced stronger growth inhibition than alpelisib alone `pmid-40510030`.",pmid-40510030,SUB008-C005,artifacts/10_claim_verification/02_work_orders/SUB008.md,artifacts/10_claim_verification/03_claim_reviews/SUB008.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
