paper_id,pmid,pmcid,doi,title,ingestion_status,source_format,access_source,source_url,source_path,normalized_path,text_char_count,section_count,pmc_xml_status,pdf_status,parser_status,user_pdf_required,notes
pmid-26640141,26640141,PMC4896860,10.1038/onc.2015.377,PIK3CA(H1047R)- and Her2-initiated mammary tumors escape PI3K dependency by compensatory activation of MEK-ERK signaling.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=4896860&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/4896860.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-26640141.json,30696,9,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-27048245,27048245,PMC4820873,10.1186/s13058-016-0697-1,Activation of IGF1R/p110β/AKT/mTOR confers resistance to α-specific PI3K inhibition.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=4820873&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/4820873.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-27048245.json,26535,10,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-27604488,27604488,PMC5050154,10.1158/2159-8290.CD-16-0305,Systematic Functional Characterization of Resistance to PI3K Inhibition in Breast Cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=5050154&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/5050154.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-27604488.json,43486,9,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-28382169,28382169,PMC5381259,10.7150/thno.17830,Integration of Receptor Tyrosine Kinases Determines Sensitivity to PI3Kα-selective Inhibitors in Breast Cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=5381259&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/5381259.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-28382169.json,27113,10,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-29401002,29401002,PMC5920739,10.1200/JCO.2017.72.7107,Phosphatidylinositol 3-Kinase α-Selective Inhibition With Alpelisib (BYL719) in PIK3CA-Altered Solid Tumors: Results From the First-in-Human Study.,normalized,pdf,user_pdf,,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_29401002.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-29401002.json,21644,11,not_attempted,normalized,normalized,0,User PDF staged from Phosphatidylinositol 3-Kinase Œ±-Selective Inhibition With Alpelisib (BYL719) in PIK3CA-Altered Solid Tumors- Results From the First-in-Human Study..pdf. Expected staged PDF found. Normalized from pdf.
pmid-29850984,29850984,,10.1007/s10549-018-4792-0,Phase I study of alpelisib (BYL-719) and trastuzumab emtansine (T-DM1) in HER2-positive metastatic breast cancer (MBC) after trastuzumab and taxane therapy.,normalized,pdf,user_pdf,,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_29850984.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-29850984.json,16592,7,not_attempted,normalized,normalized,0,User PDF staged from Phase I study of alpelisib (BYL-719) and trastuzumab emtansine (T-DM1) in HER2-positive metastatic breast cancer (MBC) after trastuzumab and taxane therapy..pdf. Expected staged PDF found. Normalized from pdf.
pmid-30167089,30167089,PMC6114962,10.18632/oncotarget.25854,"A Phase Ib, open-label, dose-finding study of alpelisib in combination with paclitaxel in patients with advanced solid tumors.",normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=6114962&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/6114962.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-30167089.json,13775,8,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-30237504,30237504,PMC6148236,10.1038/s41419-018-1025-8,IGF1R upregulation confers resistance to isoform-specific inhibitors of PI3K in PIK3CA-driven ovarian cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=6148236&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/6148236.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-30237504.json,23470,7,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-31091374,31091374,,10.1056/NEJMoa1813904,"Alpelisib for PIK3CA-Mutated, Hormone Receptor-Positive Advanced Breast Cancer.",normalized,pdf,user_pdf,,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_31091374.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-31091374.json,21202,7,not_attempted,normalized,normalized,0,"User PDF staged from Alpelisib for PIK3CA-Mutated, Hormone Receptor-Positive Advanced Breast Cancer..pdf. Expected staged PDF found. Normalized from pdf."
pmid-31439579,31439579,,10.1158/1078-0432.CCR-19-0508,"POSEIDON Trial Phase 1b Results: Safety, Efficacy and Circulating Tumor DNA Response of the Beta Isoform-Sparing PI3K Inhibitor Taselisib (GDC-0032) Combined with Tamoxifen in Hormone Receptor Positive Metastatic Breast Cancer Patients.",normalized,pdf,user_pdf,,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_31439579.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-31439579.json,18155,12,not_attempted,normalized,normalized,0,"User PDF staged from POSEIDON Trial Phase 1b Results- Safety, Efficacy and Circulating Tumor DNA Response of the Beta Isoform-Sparing PI3K Inhibitor Taselisib (GDC-0032) Combined with Tamoxifen in Hormone Receptor Positive Metastatic Breast Cancer Patients..pdf. Expected staged PDF found. Normalized from pdf."
pmid-31594766,31594766,,10.1158/2159-8290.CD-18-0830,PTEN Loss Mediates Clinical Cross-Resistance to CDK4/6 and PI3Kα Inhibitors in Breast Cancer.,normalized,pdf,user_pdf,,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_31594766.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-31594766.json,28064,7,not_attempted,normalized,normalized,0,User PDF staged from PTEN Loss Mediates Clinical Cross-Resistance to CDK4:6 and PI3KŒ± Inhibitors in Breast Cancer..pdf. Expected staged PDF found. Normalized from pdf.
pmid-31601188,31601188,PMC6785854,10.1186/s12885-019-6057-7,Interleukin-6 mediates resistance to PI3K-pathway-targeted therapy in lymphoma.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=6785854&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/6785854.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-31601188.json,26445,11,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-32494066,32494066,,10.1038/s41586-020-2175-2,Landscape and function of multiple mutations within individual oncogenes.,normalized,pdf,user_pdf,,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_32494066.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-32494066.json,24144,6,not_attempted,normalized,normalized,0,User PDF staged from Landscape and function of multiple mutations within individual oncogenes..pdf. Expected staged PDF found. Normalized from pdf.
pmid-32864625,32864625,PMC7450824,10.1038/s43018-020-0047-1,Alterations in PTEN and ESR1 promote clinical resistance to alpelisib plus aromatase inhibitors.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=7450824&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/7450824.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-32864625.json,23226,6,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-32887722,32887722,,10.1158/1078-0432.CCR-20-0645,Phase Ib Study of Ribociclib plus Fulvestrant and Ribociclib plus Fulvestrant plus PI3K Inhibitor (Alpelisib or Buparlisib) for HR+ Advanced Breast Cancer.,normalized,pdf,user_pdf,,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_32887722.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-32887722.json,25697,15,not_attempted,normalized,normalized,0,User PDF staged from Phase Ib Study of Ribociclib plus Fulvestrant and Ribociclib plus Fulvestrant plus PI3K Inhibitor (Alpelisib or Buparlisib) for HR+ Advanced Breast Cancer..pdf. Expected staged PDF found. Normalized from pdf.
pmid-32929011,32929011,PMC7533832,10.1073/pnas.2000060117,PIK3CA C-terminal frameshift mutations are novel oncogenic events that sensitize tumors to PI3K-α inhibition.,normalized,pdf,user_pdf,,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_32929011.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-32929011.json,16850,4,not_attempted,normalized,normalized,0,User PDF staged from PIK3CA C-terminal frameshift mutations are novel oncogenic events that sensitize tumors to PI3K-Œ± inhibition..pdf. Expected staged PDF found. Normalized from pdf.
pmid-32976773,32976773,PMC7562820,10.1016/j.ccell.2020.08.016,Metabolic Imaging Detects Resistance to PI3Kα Inhibition Mediated by Persistent FOXM1 Expression in ER+ Breast Cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=7562820&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/7562820.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-32976773.json,46129,10,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-33024087,33024087,PMC7538592,10.1038/s41419-020-03037-0,CD44/HA signaling mediates acquired resistance to a PI3Kα inhibitor.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=7538592&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/7538592.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-33024087.json,34681,12,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-33168657,33168657,PMC8535764,10.1158/1078-0432.CCR-20-3652,"FDA Approval Summary: Alpelisib Plus Fulvestrant for Patients with HR-positive, HER2-negative, PIK3CA-mutated, Advanced or Metastatic Breast Cancer.",normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=8535764&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/8535764.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-33168657.json,24721,12,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-33186740,33186740,PMC8457522,10.1016/j.annonc.2020.10.596,"Phase III randomized study of taselisib or placebo with fulvestrant in estrogen receptor-positive, PIK3CA-mutant, HER2-negative, advanced breast cancer: the SANDPIPER trial.",normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=8457522&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/8457522.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-33186740.json,18122,10,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-33246021,33246021,,10.1016/j.annonc.2020.11.011,"Alpelisib plus fulvestrant for PIK3CA-mutated, hormone receptor-positive, human epidermal growth factor receptor-2-negative advanced breast cancer: final overall survival results from SOLAR-1.",normalized,pdf,user_pdf,,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_33246021.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-33246021.json,19700,9,not_attempted,normalized,normalized,0,"User PDF staged from Alpelisib plus fulvestrant for PIK3CA-mutated, hormone receptor-positive, human epidermal growth factor receptor-2-negative advanced breast cancer- final overall survival results from SOLAR-1..pdf. Expected staged PDF found. Normalized from pdf."
pmid-33602685,33602685,PMC8282704,10.1158/1078-0432.CCR-20-4879,Clinical and Biomarker Results from Phase I/II Study of PI3K Inhibitor Alpelisib plus Nab-paclitaxel in HER2-Negative Metastatic Breast Cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=8282704&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/8282704.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-33602685.json,19304,8,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-33606974,33606974,PMC8384339,10.1016/j.molcel.2021.01.033,Regulation of PTEN translation by PI3K signaling maintains pathway homeostasis.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=8384339&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/8384339.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-33606974.json,43921,11,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-33685991,33685991,PMC8137641,10.1158/0008-5472.CAN-20-3232,Genomic Alterations in PIK3CA-Mutated Breast Cancer Result in mTORC1 Activation and Limit the Sensitivity to PI3Kα Inhibitors.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=8137641&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/8137641.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-33685991.json,25151,11,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-33794206,33794206,,10.1016/S1470-2045(21)00034-6,"Alpelisib plus fulvestrant in PIK3CA-mutated, hormone receptor-positive advanced breast cancer after a CDK4/6 inhibitor (BYLieve): one cohort of a phase 2, multicentre, open-label, non-comparative study.",normalized,pdf,user_pdf,,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_33794206.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-33794206.json,11351,4,not_attempted,normalized,normalized,0,"User PDF staged from Alpelisib plus fulvestrant in PIK3CA-mutated, hormone receptor-positive advanced breast cancer after a CDK4:6 inhibitor (BYLieve)- one cohort of a phase 2, multicentre, open-label, non-comparative study..pdf. Expected staged PDF found. Normalized from pdf."
pmid-33909934,33909934,PMC8265362,10.1002/onco.13804,"Effectiveness of Alpelisib + Fulvestrant Compared with Real-World Standard Treatment Among Patients with HR+, HER2-, PIK3CA-Mutated Breast Cancer.",normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=8265362&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/8265362.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-33909934.json,24127,13,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-33947692,33947692,PMC8282678,10.1158/1078-0432.CCR-21-0047,A Phase I Study of Alpelisib in Combination with Trastuzumab and LJM716 in Patients with PIK3CA-Mutated HER2-Positive Metastatic Breast Cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=8282678&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/8282678.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-33947692.json,21759,9,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-34544753,34544753,PMC9762331,10.1158/2159-8290.CD-21-0072,RTK-Dependent Inducible Degradation of Mutant PI3Kα Drives GDC-0077 (Inavolisib) Efficacy.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=9762331&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/9762331.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-34544753.json,31334,9,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-34552006,34552006,,10.1158/1535-7163.MCT-20-0981,Phosphoproteomics Identifies PI3K Inhibitor-selective Adaptive Responses in Pancreatic Cancer Cell Therapy and Resistance.,normalized,pdf,openalex,https://hal.science/hal-03223423v1/file/1535-7163_mct-20-0981v1.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_34552006.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-34552006.json,41891,9,missing,normalized,normalized,0,Open-access PDF staged. No usable PMC XML or automatically accessible PDF normalized. Normalized from pdf.
pmid-35100734,35100734,,10.1200/PO.19.00221,"Combined PIK3CA and FGFR Inhibition With Alpelisib and Infigratinib in Patients With PIK3CA-Mutant Solid Tumors, With or Without FGFR Alterations.",normalized,pdf,openalex,https://air.unimi.it/bitstream/2434/1252879/2/hyman-et-al-2019-combined-pik3ca-and-fgfr-inhibition-with-alpelisib-and-infigratinib-in-patients-with-pik3ca-mutant.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_35100734.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-35100734.json,20364,8,missing,normalized,normalized,0,Open-access PDF staged. No usable PMC XML or automatically accessible PDF normalized. Normalized from pdf.
pmid-35138919,35138919,PMC8865530,10.1200/PO.21.00424,Phase II Study of Taselisib in PIK3CA-Mutated Solid Tumors Other Than Breast and Squamous Lung Cancer: Results From the NCI-MATCH ECOG-ACRIN Trial (EAY131) Subprotocol I.,normalized,pdf,europe_pmc,https://europepmc.org/articles/PMC8865530?pdf=render,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_35138919.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-35138919.json,18946,10,unusable,normalized,normalized,0,PMC XML body element is missing. Open-access PDF staged. No usable PMC XML or automatically accessible PDF normalized. Normalized from pdf.
pmid-35311394,35311394,,10.1177/03008916211073621,"BYL719 (alpelisib) for the treatment of PIK3CA-mutated, recurrent/advanced cervical cancer.",normalized,pdf,user_pdf,,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_35311394.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-35311394.json,9191,4,not_attempted,normalized,normalized,0,"User PDF staged from BYL719 (alpelisib) for the treatment of PIK3CA-mutated, recurrent:advanced cervical cancer..pdf. Expected staged PDF found. Normalized from pdf."
pmid-35365185,35365185,PMC8974145,10.1186/s13058-022-01521-3,Targeting SHP2 phosphatase in breast cancer overcomes RTK-mediated resistance to PI3K inhibitors.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=8974145&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/8974145.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-35365185.json,36373,8,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-35771551,35771551,,10.1158/2159-8290.CD-21-1696,"Alpelisib Monotherapy for PI3K-Altered, Pretreated Advanced Breast Cancer: A Phase II Study.",normalized,pdf,user_pdf,,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_35771551.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-35771551.json,28942,8,not_attempted,normalized,normalized,0,"User PDF staged from Alpelisib Monotherapy for PI3K-Altered, Pretreated Advanced Breast Cancer- A Phase II Study..pdf. Expected staged PDF found. Normalized from pdf."
pmid-35968355,35968355,PMC9360227,,PI3K inhibitors in trastuzumab-resistant HER2-positive breast cancer cells with PI3K pathway alterations.,normalized,pdf,europe_pmc,https://europepmc.org/articles/PMC9360227?pdf=render,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_35968355.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-35968355.json,18811,6,unusable,normalized,normalized,0,PMC XML body element is missing. Open-access PDF staged. No usable PMC XML or automatically accessible PDF normalized. Normalized from pdf.
pmid-36611120,36611120,,10.1038/s41388-022-02585-3,Alpelisib and fulvestrant in PIK3CA-mutated hormone receptor-positive HER2-negative advanced breast cancer included in the French early access program.,normalized,pdf,europe_pmc,https://www.researchsquare.com/article/rs-2145653/latest.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_36611120.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-36611120.json,14096,8,missing,normalized,normalized,0,Open-access PDF staged. No usable PMC XML or automatically accessible PDF normalized. Normalized from pdf.
pmid-36805958,36805958,PMC12440294,10.1158/1535-7163.MCT-21-0667,Tumor and Stromal Cell Targeting with Nintedanib and Alpelisib Overcomes Intrinsic Bladder Cancer Resistance.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=12440294&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/12440294.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-36805958.json,26676,9,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
